farm,availableMW,y,windspeed,speed_rolling_lag,speed_rolling_n,windDic_cat,season,preds
A,20.5,1.61208,7.8491971677415435,10.34870175723932,7.128590656527404,S,Winter,1.6626515
A,19.5,1.61208,7.720243581250973,10.093626656346588,7.135130684426528,S,Winter,1.6057502
A,23.5,2.0098599999999998,7.591289994760402,9.848228524933669,7.150591340040303,S,Winter,1.9806778
A,24.0,2.0098599999999998,7.462336408269829,9.612507363000569,7.174972623368728,S,Winter,2.0544581
A,29.4,3.00493,7.333382821779258,9.386463170547286,7.208274534411804,S,Winter,2.702411
A,28.5,3.29181,7.204429235288687,9.170095947573818,7.25049707316953,SW,Winter,2.593176
A,30.1,3.90096,7.0754756487981165,8.96340569408017,7.301640239641906,SW,Winter,3.0497556
A,30.0,3.90096,6.946522062307546,8.766392410066336,7.361704033828935,SW,Winter,3.098765
A,33.0,3.591,6.817568475816974,8.57905609553232,7.430688455730611,SW,Winter,3.9396546
A,33.0,3.591,6.688614889326403,8.40139675047812,7.508593505346941,SW,Winter,4.034228
A,30.0,3.00493,6.559661302835831,8.233414374903738,7.59541918267792,SW,Winter,3.3154087
A,30.0,3.00493,6.43070771634526,8.075108968809174,7.691165487723549,SW,Winter,3.3883586
A,30.9,4.54801,6.537058847775478,7.929053910928307,7.786038637908391,SW,Winter,3.661643
A,31.5,4.54801,6.643409979205694,7.795249201261139,7.880038633232444,SW,Winter,3.8693113
A,34.2,5.57428,6.749761110635912,7.673694839807671,7.973165473695708,SW,Winter,4.6296406
A,34.5,5.57428,6.856112242066129,7.564390826567902,8.065419159298186,SW,Winter,4.72735
A,34.5,4.220330000000001,6.962463373496346,7.467337161541831,8.156799690039874,SW,Winter,4.7515106
A,34.5,4.220330000000001,7.068814504926563,7.382533844729459,8.247307065920774,SW,Winter,4.772896
A,34.5,5.93015,7.175165636356781,7.309980876130787,8.336941286940885,SW,Winter,4.792961
A,34.5,5.93015,7.281516767786998,7.249678255745813,8.425702353100208,SW,Winter,4.8120565
A,34.5,5.93015,7.387867899217215,7.201625983574538,8.513590264398742,SW,Winter,4.8264456
A,34.5,5.93015,7.494219030647433,7.165824059616964,8.600605020836488,SW,Winter,4.836048
A,34.5,4.220330000000001,7.60057016207765,7.142272483873088,8.686746622413446,SW,Winter,4.8450985
A,34.5,4.220330000000001,7.706921293507867,7.130971256342911,8.772015069129617,SW,Winter,4.853597
A,34.5,4.220330000000001,7.79206277216891,7.128590656527385,8.861480247054102,SW,Winter,4.8645763
A,34.5,4.220330000000001,7.877204250829952,7.135130684426509,8.9551421561869,SW,Winter,4.8760633
A,34.5,4.54801,7.962345729490993,7.150591340040283,9.053000796528014,SW,Winter,4.8881598
A,34.5,4.54801,8.047487208152036,7.174972623368709,9.155056168077442,SW,Winter,4.9008675
A,34.5,4.54801,8.132628686813078,7.208274534411785,9.261308270835185,SW,Winter,4.9141836
A,34.5,4.54801,8.21777016547412,7.2504970731695115,9.371757104801242,SW,Winter,4.92811
A,34.5,4.220330000000001,8.302911644135163,7.301640239641888,9.486402669975616,SW,Winter,4.942646
A,34.5,4.220330000000001,8.388053122796205,7.361704033828915,9.605244966358303,SW,Winter,4.9577456
A,36.0,7.43422,8.473194601457248,7.430688455730593,9.728283993949304,SW,Winter,5.2988214
A,36.0,7.43422,8.55833608011829,7.508593505346922,9.855519752748622,SW,Winter,5.3170967
A,37.5,9.57225,8.643477558779331,7.595419182677901,9.986952242756253,SW,Winter,5.5492105
A,37.5,9.57225,8.728619037440374,7.691165487723531,10.122581463972198,SW,Winter,5.5774174
A,37.5,10.5384,8.814014452211671,7.786038637908372,10.25033981423238,SW,Winter,5.6032133
A,37.5,10.5384,8.89940986698297,7.880038633232425,10.370227293536795,SW,Winter,5.6269026
A,39.0,10.5384,8.984805281754266,7.97316547369569,10.482243901885445,SW,Winter,5.8325577
A,39.0,10.5384,9.070200696525564,8.065419159298166,10.586389639278329,SW,Winter,5.8652563
A,37.2,9.11529,9.15559611129686,8.156799690039854,10.682664505715449,SW,Winter,5.6325035
A,36.0,9.11529,9.240991526068157,8.247307065920754,10.771068501196801,SW,Winter,5.449422
A,34.5,6.66448,9.326386940839456,8.336941286940865,10.85160162572239,SW,Winter,5.1019135
A,34.5,6.66448,9.411782355610752,8.425702353100188,10.924263879292214,SW,Winter,5.106661
A,38.9,12.7036,9.49717777038205,8.513590264398724,10.989055261906273,SW,Winter,5.98367
A,39.0,13.2965,9.582573185153347,8.60060502083647,11.045975773564564,SW,Winter,6.0025406
A,39.0,10.5384,9.667968599924645,8.686746622413429,11.095025414267091,SW,Winter,6.015625
A,39.0,10.5384,9.753364014695942,8.772015069129598,11.136204184013854,SW,Winter,6.0260267
A,39.0,9.57225,9.939227042356537,8.861480247054082,11.178679732184216,SW,Winter,6.0270185
A,39.0,9.57225,10.12509007001713,8.955142156186882,11.222452058778183,SW,Winter,6.027195
A,36.8,9.11529,10.310953097677725,9.053000796527995,11.26752116379575,SW,Winter,5.6309185
A,36.0,9.11529,10.496816125338318,9.155056168077424,11.31388704723692,SW,Winter,5.466873
A,36.0,5.2253300000000005,10.682679152998913,9.261308270835166,11.361549709101695,SW,Winter,5.46251
A,36.0,5.2253300000000005,10.868542180659507,9.371757104801224,11.410509149390071,SW,Winter,5.4601517
A,34.5,5.57428,11.054405208320102,9.486402669975597,11.46076536810205,SW,Winter,5.036911
A,34.5,5.2253300000000005,11.240268235980697,9.605244966358283,11.51231836523763,SW,Winter,5.0252566
A,34.5,7.04444,11.42613126364129,9.728283993949285,11.565168140796812,SW,Winter,5.013714
A,34.5,7.04444,11.611994291301885,9.855519752748602,11.619314694779597,SW,Winter,5.002282
A,34.5,6.29334,11.797857318962478,9.986952242756233,11.674758027185982,SW,Winter,4.9907184
A,34.5,6.29334,11.983720346623073,10.12258146397218,11.73149813801597,SW,Winter,4.9788074
A,34.5,6.29334,11.880214858456002,10.25033981423236,11.785846823648932,SW,Winter,4.9949884
A,34.5,6.29334,11.776709370288932,10.370227293536777,11.837804084084866,SW,Winter,5.0109954
A,33.0,6.29334,11.67320388212186,10.482243901885427,11.887369919323772,SW,Winter,4.601158
A,33.0,6.29334,11.56969839395479,10.58638963927831,11.934544329365648,SW,Winter,4.6152124
A,34.4,4.88318,11.46619290578772,10.68266450571543,11.979327314210499,SW,Winter,5.034627
A,34.5,4.88318,11.362687417620648,10.771068501196781,12.02171887385832,SW,Winter,5.082238
A,33.6,6.66448,11.259181929453577,10.851601625722372,12.061719008309117,SW,Winter,4.8298707
A,33.0,6.66448,11.155676441286507,10.924263879292196,12.09932771756288,SW,Winter,4.6740656
A,33.5,7.43422,11.052170953119436,10.989055261906254,12.13454500161962,SW,Winter,4.8191633
A,34.5,7.43422,10.948665464952365,11.045975773564544,12.16737086047933,SW,Winter,5.135165
A,34.5,7.834960000000001,10.845159976785295,11.095025414267072,12.197805294142015,SW,Winter,5.1491957
A,34.5,7.834960000000001,10.741654488618224,11.136204184013835,12.225848302607671,SW,Winter,5.1635556
A,34.5,10.0463,10.958640198445273,11.178679732184198,12.245890248440531,SW,Winter,5.142785
A,34.5,10.0463,11.175625908272321,11.222452058778165,12.257931131640596,SW,Winter,5.118835
A,36.0,11.0495,11.39261161809937,11.267521163795733,12.261970952207866,SW,Winter,5.528509
A,36.0,11.0495,11.609597327926418,11.313887047236902,12.258009710142339,SW,Winter,5.4973564
A,36.0,11.0495,11.826583037753467,11.361549709101675,12.246047405444015,SW,Winter,5.462908
A,36.0,11.0495,12.043568747580515,11.410509149390052,12.226084038112896,SW,Winter,5.425256
A,36.0,11.0495,12.260554457407563,11.460765368102031,12.198119608148984,SW,Winter,5.384391
A,36.0,11.0495,12.477540167234611,11.512318365237611,12.162154115552275,SW,Winter,5.3403206
A,36.3,10.5384,12.694525877061661,11.565168140796793,12.118187560322768,SW,Winter,5.3776464
A,36.0,10.5384,12.91151158688871,11.619314694779577,12.066219942460469,SW,Winter,5.2425528
A,34.5,8.24788,13.128497296715757,11.674758027185964,12.006251261965373,SW,Winter,4.7491775
A,34.5,8.24788,13.345483006542805,11.73149813801595,11.938281518837483,SW,Winter,4.691073
A,33.0,5.93015,13.184583313647067,11.785846823648912,11.875910411348842,SW,Winter,4.270522
A,33.0,5.93015,13.023683620751331,11.837804084084846,11.819137939499456,SW,Winter,4.2558403
A,33.0,5.93015,12.862783927855592,11.887369919323753,11.767964103289318,S,Winter,3.2572365
A,33.0,5.93015,12.701884234959856,11.934544329365629,11.722388902718436,S,Winter,3.2485309
A,34.1,4.88318,12.540984542064118,11.97932731421048,11.682412337786802,S,Winter,3.3698044
A,34.5,4.88318,12.380084849168378,12.021718873858303,11.64803440849442,S,Winter,3.4283078
A,31.5,3.591,12.219185156272642,12.061719008309097,11.61925511484129,S,Winter,3.1214685
A,30.0,3.591,12.058285463376903,12.099327717562863,11.596074456827411,S,Winter,3.0193667
A,21.0,1.0,11.897385770481167,12.1345450016196,11.578492434452786,S,Winter,2.2707005
A,19.5,1.0,11.736486077585429,12.167370860479311,11.56650904771741,S,Winter,2.1562734
A,23.9,1.2598200000000002,11.575586384689691,12.197805294141995,11.560124296621288,S,Winter,2.4920976
A,24.0,1.2598200000000002,11.414686691793953,12.225848302607652,11.559338181164414,S,Winter,2.4999192
A,29.6,1.2598200000000002,11.439646898433908,12.245890248440512,11.560316370064628,S,Winter,2.9663494
A,30.0,1.2598200000000002,11.464607105073863,12.257931131640577,11.56305886332193,S,Winter,3.0033736
A,23.0,1.08366,11.48956731171382,12.261970952207847,11.567565660936317,S,Winter,2.4163253
A,22.5,1.08366,11.514527518353775,12.25800971014232,11.573836762907794,S,Winter,2.3777409
A,28.3,1.0,11.53948772499373,12.246047405443996,11.581872169236355,S,Winter,2.8575635
A,22.5,1.0,11.564447931633687,12.226084038112878,11.591671879922002,S,Winter,2.38376
A,10.9,1.0,11.589408138273642,12.198119608148964,11.603235894964733,S,Winter,1.5509555
A,10.5,1.0,11.614368344913597,12.162154115552255,11.616564214364553,S,Winter,1.5305068
A,14.6,1.0,11.639328551553554,12.11818756032275,11.63165683812146,S,Winter,1.8259342
A,12.0,1.0,11.664288758193509,12.06621994246045,11.648513766235453,S,Winter,1.6544445
A,22.1,1.0,11.689248964833464,12.006251261965353,11.667134998706535,S,Winter,2.3890762
A,19.5,1.08366,11.714209171473419,11.938281518837464,11.6875205355347,S,Winter,2.2280574
A,19.6,1.0,11.687676733919721,11.875910411348825,11.702095090819876,S,Winter,2.2310145
A,21.0,1.0,11.661144296366022,11.819137939499436,11.710858664562062,S,Winter,2.3370388
A,23.7,1.08366,11.634611858812322,11.7679641032893,11.713811256761261,S,Winter,2.553516
A,24.0,1.08366,11.608079421258623,11.722388902718416,11.71095286741747,S,Winter,2.5841174
A,25.7,3.29181,11.581546983704923,11.682412337786785,11.70228349653069,S,Winter,2.7299557
A,25.5,3.29181,11.555014546151224,11.648034408494402,11.687803144100924,S,Winter,2.7153292
A,28.5,3.591,11.528482108597526,11.619255114841271,11.667511810128167,S,Winter,2.977277
A,28.5,3.591,11.501949671043826,11.596074456827393,11.64140949461242,S,Winter,2.9756312
A,28.5,5.2253300000000005,11.475417233490127,11.578492434452768,11.609496197553684,S,Winter,2.9718182
A,28.5,5.2253300000000005,11.448884795936427,11.56650904771739,11.57177191895196,S,Winter,2.9658403
A,28.5,4.88318,11.422352358382728,11.560124296621268,11.528236658807245,S,Winter,2.9576974
A,28.5,4.88318,11.39581992082903,11.559338181164394,11.478890417119542,S,Winter,2.9473884
A,29.5,6.29334,11.463123432039062,11.56031637006461,11.445897431713027,S,Winter,3.0308785
A,30.0,6.29334,11.530426943249093,11.563058863321912,11.4292577025877,S,Winter,3.0711513
A,34.5,3.00493,11.597730454459125,11.567565660936298,11.428971229743565,S,Winter,3.4734242
A,34.5,3.00493,11.665033965669155,11.573836762907774,11.445038013180616,S,Winter,3.4691837
A,34.5,2.73196,11.732337476879186,11.581872169236336,11.477458052898855,S,Winter,3.4647624
A,34.5,2.73196,11.799640988089218,11.591671879921982,11.526231348898285,S,Winter,3.461999
A,30.3,1.0,11.866944499299251,11.603235894964714,11.591357901178904,S,Winter,3.1088474
A,27.0,1.0,11.934248010509283,11.616564214364535,11.672837709740712,S,Winter,2.8369627
A,20.2,1.0,12.001551521719314,11.631656838121442,11.770670774583708,S,Winter,2.4311903
A,19.5,1.0,12.068855032929346,11.648513766235434,11.884857095707895,S,Winter,2.6477556
A,17.8,1.0,12.136158544139377,11.667134998706516,12.01539667311327,S,Winter,2.8759215
A,22.5,1.0,12.203462055349409,11.68752053553468,12.162289506799832,S,Winter,2.9685583
A,20.8,1.0,12.03746606076397,11.702095090819858,12.323913292169527,S,Winter,3.1865873
A,19.5,1.0,11.871470066178528,11.710858664562044,12.50026802922235,S,Winter,3.179347
A,19.5,1.0,11.70547407159309,11.713811256761241,12.691353717958302,SE,Winter,1.6113834
A,19.5,1.0,11.53947807700765,11.710952867417452,12.897170358377386,SE,Winter,1.6160597
A,30.4,2.2335,11.373482082422212,11.70228349653067,13.117717950479596,SE,Winter,3.0377645
A,31.5,2.4744099999999998,11.207486087836774,11.687803144100904,13.352996494264938,SE,Winter,3.317377
A,34.3,4.220330000000001,11.041490093251333,11.667511810128147,13.60300598973341,SE,Winter,3.9542696
A,34.5,4.88318,10.875494098665895,11.641409494612402,13.867746436885009,SE,Winter,4.1147413
A,36.0,3.00493,10.709498104080454,11.609496197553666,14.147217835719738,SE,Winter,4.5982943
A,36.0,3.29181,10.543502109495014,11.57177191895194,14.4414201862376,E,Winter,3.8080072
A,33.0,2.2335,10.377506114909576,11.528236658807225,14.750353488438591,E,Winter,2.2178383
A,33.0,2.0098599999999998,10.211510120324137,11.478890417119523,15.074017742322711,E,Winter,2.250031
A,35.8,3.00493,10.671291782282703,11.445897431713007,15.405820857047802,E,Winter,3.7347267
A,36.0,3.00493,11.131073444241267,11.429257702587682,15.745762832613863,SE,Winter,5.0695877
A,40.4,4.220330000000001,11.590855106199832,11.428971229743546,16.09384366902089,SE,Winter,5.277253
A,40.5,4.220330000000001,12.050636768158398,11.445038013180598,16.450063366268893,SE,Winter,5.2503014
A,40.5,4.220330000000001,12.510418430116962,11.477458052898838,16.814421924357863,SE,Winter,5.2116194
A,40.5,4.220330000000001,12.970200092075528,11.526231348898266,17.186919343287805,S,Winter,3.1929243
A,40.5,6.29334,13.429981754034094,11.591357901178887,17.567555623058716,S,Winter,3.1512477
A,40.5,6.29334,13.889763415992658,11.672837709740692,17.956330763670596,S,Winter,3.1109045
A,40.5,6.29334,14.349545077951223,11.77067077458369,18.35324476512345,S,Winter,3.0698073
A,40.5,6.29334,14.809326739909787,11.884857095707877,18.75829762741727,SW,Winter,8.192629
A,40.5,6.29334,15.269108401868351,12.015396673113251,19.171489350552065,SW,Winter,8.388426
A,40.5,6.29334,15.728890063826917,12.162289506799814,19.592819934527828,SW,Winter,8.576549
A,40.5,10.5384,15.916436909636591,12.323913292169507,20.023241795064557,SW,Winter,8.745529
A,40.5,10.5384,16.10398375544627,12.500268029222331,20.46275493216226,W,Winter,6.3177395
A,40.5,12.1316,16.291530601255946,12.691353717958284,20.91135934582093,W,Winter,6.2756033
A,40.5,12.1316,16.47907744706562,12.897170358377366,21.369055036040567,W,Winter,6.195157
A,40.5,10.5384,16.66662429287529,13.117717950479578,21.835842002821177,W,Winter,6.071231
A,40.5,10.5384,16.85417113868497,13.35299649426492,22.311720246162754,W,Winter,5.8766947
A,40.5,10.5384,17.041717984494646,13.60300598973339,22.796689766065303,W,Winter,5.6132774
A,40.5,10.5384,17.22926483030432,13.86774643688499,23.290750562528817,W,Winter,5.476694
A,40.5,10.5384,17.416811676113994,14.14721783571972,23.793902635553305,NW,Winter,9.026925
A,40.5,10.5384,17.604358521923672,14.44142018623758,24.30614598513876,NW,Winter,9.091486
A,40.5,10.0463,17.791905367733346,14.750353488438572,24.827480611285186,NW,Winter,9.41614
A,40.5,10.0463,17.97945221354302,15.074017742322694,25.357906513992578,NW,Winter,9.906491
A,40.5,12.7036,18.63456653568487,15.405820857047784,25.87420748124411,NW,Winter,10.649272
A,40.5,12.7036,19.28968085782672,15.745762832613844,26.376383513039773,NW,Winter,11.429426
A,40.5,10.0463,19.944795179968565,16.093843669020874,26.864434609379575,NW,Winter,12.249629
A,40.5,10.0463,20.599909502110414,16.450063366268875,27.33836077026351,NW,Winter,13.069591
A,40.5,13.9105,21.255023824252266,16.814421924357845,27.798161995691583,NW,Winter,13.889197
A,40.5,13.9105,21.91013814639411,17.186919343287787,28.243838285663784,NW,Winter,14.614711
A,40.5,14.5453,22.56525246853596,17.5675556230587,28.67538964018013,NW,Winter,15.278841
A,40.5,13.9105,23.22036679067781,17.95633076367058,29.092816059240608,NW,Winter,15.915738
A,40.5,21.0597,23.875481112819656,18.35324476512343,29.496117542845223,NW,Winter,16.638002
A,40.5,21.8474,24.53059543496151,18.758297627417253,29.88529409099397,NW,Winter,17.387379
A,40.5,17.281,25.185709757103357,19.171489350552047,30.260345703686852,NW,Winter,18.14037
A,40.5,17.281,25.840824079245202,19.592819934527807,30.621272380923873,NW,Winter,18.885094
A,40.5,18.7532,26.246561562518142,20.02324179506454,30.96616810572758,NW,Winter,19.578045
A,40.5,18.7532,26.652299045791082,20.462754932162238,31.295032878097974,NW,Winter,20.239779
A,40.5,22.641,27.058036529064022,20.91135934582091,31.607866698035057,NW,Winter,20.790892
A,40.5,22.641,27.463774012336962,21.36905503604055,31.904669565538825,NW,Winter,21.409452
A,40.5,23.4385,27.8695114956099,21.835842002821156,32.185441480609285,NW,Winter,22.13118
A,40.5,24.2374,28.275248978882843,22.311720246162736,32.45018244324643,NW,Winter,23.288937
A,40.5,29.671999999999997,28.680986462155783,22.796689766065285,32.69889245345026,NW,Winter,24.871363
A,40.5,30.3976,29.08672394542872,23.2907505625288,32.93157151122079,NW,Winter,25.98907
A,40.5,28.9291,29.49246142870166,23.793902635553284,33.148219616558,NW,Winter,27.267183
A,40.5,29.671999999999997,29.8981989119746,24.30614598513874,33.3488367694619,NW,Winter,28.698952
A,39.0,27.4006,30.30393639524754,24.827480611285168,33.53342296993248,NW,Winter,29.510687
A,39.0,26.6195,30.70967387852048,25.35790651399256,33.70197821796976,NW,Winter,30.905828
A,40.5,28.9291,31.02578974972158,25.87420748124409,33.85905416833054,NW,Winter,32.620403
A,40.5,28.9291,31.341905620922677,26.376383513039755,34.004650821014806,NW,Winter,33.51464
A,40.5,24.2374,31.65802149212378,26.864434609379558,34.13876817602257,NW,Winter,34.323246
A,40.5,24.2374,31.97413736332487,27.338360770263492,34.261406233353846,NW,Winter,35.437157
A,40.5,31.104,32.29025323452597,27.79816199569156,34.372564993008616,NW,Winter,37.03883
A,40.5,32.4516,32.60636910572707,28.243838285663767,34.472244454986885,NW,Winter,38.006397
A,40.5,31.104,32.922484976928175,28.67538964018011,34.56044461928865,NW,Winter,38.912903
A,40.5,31.7893,33.23860084812927,29.09281605924059,34.63716548591392,NW,Winter,39.739403
A,40.5,29.671999999999997,33.554716719330365,29.4961175428452,34.70240705486269,NW,Winter,40.431007
A,40.5,28.9291,33.870832590531464,29.885294090993952,34.75616932613496,NW,Winter,40.96626
A,40.5,29.671999999999997,34.18694846173256,30.260345703686834,34.79845229973072,NW,Winter,41.487217
A,40.5,29.671999999999997,34.50306433293367,30.621272380923855,34.829255975649986,NW,Winter,41.885696
A,40.5,32.4516,34.524058957807114,30.96616810572756,34.859239596306146,NW,Winter,42.23653
