farm,availableMW,y,windspeed,speed_rolling_lag1,speed_rolling_lag2,speed_rolling_n1,speed_rolling_n2,windDic_cat,season,preds
A,9.1,16.5692,20.17722570183138,26.857425865363876,23.665701084344406,11.00073988116903,14.327784922531345,SE,Winter,0.113994434
A,9.0,15.8753,19.703550071392495,26.607820313979232,23.3450789611926,10.733084926391399,13.901779026215848,SE,Winter,0.12647147
A,11.2,18.7532,19.229874440953612,26.3506203751337,23.019306033470773,10.47751386248604,13.4876905634312,SE,Winter,0.24482186
A,10.5,18.7532,18.75619881051473,26.085826048827276,22.688382301178937,10.234026689452952,13.085519534177395,SE,Winter,0.2459447
A,11.6,18.0094,18.282523180075845,25.81343733505997,22.352307764317086,10.00262340729214,12.69526593845444,SE,Winter,0.3713513
A,12.0,18.0094,17.808847549636965,25.533454233831772,22.011082422885213,9.783304016003598,12.316929776262333,SE,Winter,0.46460718
A,12.0,14.5453,17.33517191919808,25.245876745142684,21.664706276883326,9.576068515587329,11.950511047601069,SE,Winter,0.4930051
A,12.0,14.5453,16.8614962887592,24.950704868992712,21.313179326311428,9.380916906043334,11.596009752470652,SE,Winter,0.52142686
A,12.0,9.11529,16.38782065832031,24.647938605381853,20.956501571169508,9.197849187371611,11.253425890871084,SE,Winter,0.5272247
A,12.0,9.11529,15.914145027881432,24.337577954310103,20.594673011457576,9.026865359572163,10.922759462802361,SE,Winter,0.507238
A,6.3,7.834960000000001,15.44046939744255,24.01962291577746,20.227693647175627,8.867523554878963,10.606456453231486,SE,Winter,-0.07119577
A,6.0,7.834960000000001,14.966793767003665,23.694073489783936,19.855563478323663,8.71982377329201,10.304516862158458,SE,Winter,-0.05554822
A,9.0,8.67424,14.493118136564783,23.362986676604425,19.47497118767279,8.583766014811307,10.016940689583276,SE,Winter,0.09861334
A,9.0,8.67424,14.019442506125898,23.02636247623893,19.08591677522301,8.459350279436853,9.74372793550594,SE,Winter,0.065958336
A,11.0,11.0495,13.545766875687017,22.684200888687453,18.688400240974318,8.346576567168645,9.48487859992645,SE,Winter,0.19402452
A,10.5,11.0495,13.072091245248133,22.33650191394999,18.282421584926713,8.245444878006685,9.240392682844806,SE,Winter,0.108059004
A,15.0,6.66448,12.59841561480925,21.98326555202655,17.8679808070802,8.155955211950976,9.010270184261008,SE,Winter,0.59905833
A,15.0,6.66448,12.124739984370366,21.624491802917117,17.44507790743478,8.078107569001514,8.794511104175058,SE,Winter,0.57069534
A,10.5,5.2253300000000005,11.651064353931485,21.260180666621707,17.013712885990447,8.0119019491583,8.593115442586955,SE,Winter,0.08969564
A,10.5,4.88318,11.177388723492601,20.890332143140313,16.5738857427472,7.957338352421336,8.406083199496695,SE,Winter,0.17219241
A,13.5,4.88318,10.703713093053718,20.514946232472933,16.12559647770505,7.9144167787906206,8.233414374904283,SE,Winter,0.3095339
A,13.5,4.54801,10.230037462614835,20.134022934619573,15.668845090863984,7.883137228266151,8.075108968809717,SE,Winter,0.41731393
A,17.9,3.00493,10.042380236916275,19.75352096634565,15.21554901575486,7.857546274418138,7.929053910928851,SE,Winter,0.68884665
A,19.5,3.00493,9.854723011217715,19.37344032765117,14.76570825237767,7.837643917246581,7.795249201261684,SE,Winter,0.8522081
A,18.8,2.0098599999999998,9.667065785519155,18.996743003437103,14.327784922531327,7.82343015675148,7.673694839808216,SE,Winter,0.82400817
A,19.5,2.0098599999999998,9.479408559820595,18.623428993703453,13.901779026215829,7.814904992932834,7.564390826568446,SE,Winter,0.91756546
A,19.4,1.4329100000000001,9.291751334122035,18.253498298450218,13.48769056343118,7.812068425790643,7.467337161542376,SE,Winter,0.9419766
A,19.5,1.2598200000000002,9.104094108423473,17.8869509176774,13.085519534177378,7.814920455324908,7.382533844730005,S,Winter,1.7668164
A,21.0,2.2335,8.916436882724915,17.523786851384994,12.69526593845442,7.823461081535627,7.309980876131331,S,Winter,1.6117961
A,21.0,2.2335,8.728779657026354,17.164006099573005,12.316929776262313,7.837690304422803,7.249678255746358,S,Winter,1.6232629
A,21.0,1.2598200000000002,8.541122431327794,16.80760866224143,11.950511047601049,7.8576081239864335,7.2016259835750835,S,Winter,1.6350842
A,21.0,1.2598200000000002,8.353465205629234,16.454594539390275,11.596009752470634,7.883214540226519,7.165824059617509,S,Winter,1.5844928
A,21.1,1.08366,8.165807979930674,16.104963731019534,11.253425890871064,7.91450955314306,7.142272483873633,S,Winter,1.5302334
A,21.0,1.08366,7.978150754232114,15.758716237129208,10.922759462802341,7.951493162736057,7.130971256343456,S,Winter,1.4966569
A,20.5,1.61208,7.8491971677415435,15.417075050202797,10.606456453231466,7.995809881072456,7.12859065652793,S,Winter,1.5264659
A,19.5,1.61208,7.720243581250973,15.080040170240302,10.304516862158438,8.047459708152255,7.135130684427054,S,Winter,1.5122135
A,23.5,2.0098599999999998,7.591289994760402,14.745955938627274,10.016940689583256,8.106442643975457,7.150591340040829,S,Winter,1.4921736
A,24.0,2.0098599999999998,7.462336408269829,14.414822355363713,9.743727935505921,8.17275868854206,7.1749726233692535,S,Winter,1.4988868
A,29.4,3.00493,7.333382821779258,14.086639420449623,9.48487859992643,8.246407841852067,7.20827453441233,S,Winter,2.1753955
A,28.5,3.29181,7.204429235288687,13.761407133885001,9.240392682844787,8.327390103905474,7.250497073170056,SW,Winter,2.1432056
A,30.1,3.90096,7.0754756487981165,13.439125495669847,9.01027018426099,8.415705474702282,7.301640239642432,SW,Winter,2.7092047
A,30.0,3.90096,6.946522062307546,13.119794505804158,8.794511104175038,8.511353954242493,7.361704033829461,SW,Winter,2.602624
A,33.0,3.591,6.817568475816974,12.803414164287938,8.593115442586935,8.614335542526105,7.430688455731137,SW,Winter,3.4659781
A,33.0,3.591,6.688614889326403,12.48998447112119,8.406083199496676,8.724650239553117,7.508593505347466,SW,Winter,3.3655212
A,30.0,3.00493,6.559661302835831,12.179505426303907,8.233414374904264,8.835495105295204,7.595419182678445,SW,Winter,2.3706892
A,30.0,3.00493,6.43070771634526,11.871977029836094,8.0751089688097,8.946870139752365,7.691165487724075,SW,Winter,2.3082943
A,30.9,4.54801,6.537058847775478,11.572301463341097,7.9290539109288325,9.053873161301247,7.786038637908916,SW,Winter,2.609681
A,31.5,4.54801,6.643409979205694,11.280478726818918,7.795249201261665,9.156504169941854,7.88003863323297,SW,Winter,2.8321779
A,34.2,5.57428,6.749761110635912,11.000739881169011,7.6736948398081966,9.254763165674182,7.973165473696234,SW,Winter,3.9598434
A,34.5,5.57428,6.856112242066129,10.73308492639138,7.564390826568427,9.348650148498235,8.065419159298711,SW,Winter,4.199438
A,34.5,4.220330000000001,6.962463373496346,10.47751386248602,7.467337161542357,9.43816511841401,8.1567996900404,SW,Winter,4.3275533
A,34.5,4.220330000000001,7.068814504926563,10.234026689452934,7.382533844729985,9.523308075421511,8.2473070659213,SW,Winter,4.4515634
A,34.5,5.93015,7.175165636356781,10.00262340729212,7.309980876131313,9.604079019520734,8.33694128694141,SW,Winter,4.5223155
A,34.5,5.93015,7.281516767786998,9.783304016003578,7.249678255746339,9.680477950711678,8.425702353100734,SW,Winter,4.4575963
A,34.5,5.93015,7.387867899217215,9.57606851558731,7.201625983575064,9.752504868994345,8.513590264399268,SW,Winter,4.394104
A,34.5,5.93015,7.494219030647433,9.380916906043316,7.165824059617489,9.820159774368737,8.600605020837014,SW,Winter,4.3324895
A,34.5,4.220330000000001,7.60057016207765,9.197849187371594,7.142272483873614,9.890119566793063,8.686746622413972,SW,Winter,4.2973657
A,34.5,4.220330000000001,7.706921293507867,9.026865359572144,7.130971256343437,9.962384246267321,8.772015069130143,SW,Winter,4.2420325
A,34.5,4.220330000000001,7.79206277216891,8.867523554878943,7.128590656527911,10.03739568055754,8.863029105618464,SW,Winter,4.1958737
A,34.5,4.220330000000001,7.877204250829952,8.71982377329199,7.135130684427035,10.115153869663715,8.959788731878941,SW,Winter,4.156909
A,34.5,4.54801,7.962345729490993,8.583766014811287,7.150591340040809,10.19565881358585,9.062293947911568,SW,Winter,4.1216674
A,34.5,4.54801,8.047487208152036,8.459350279436833,7.174972623369235,10.278910512323943,9.170544753716351,SW,Winter,4.102781
A,34.5,4.54801,8.132628686813078,8.346576567168626,7.208274534412311,10.364908965877996,9.284541149293284,SW,Winter,4.085819
A,34.5,4.54801,8.21777016547412,8.245444878006667,7.250497073170037,10.453654174248006,9.404283134642371,SW,Winter,4.0707855
A,34.5,4.220330000000001,8.302911644135163,8.155955211950957,7.301640239642413,10.545146137433974,9.529770709763612,SW,Winter,4.079872
A,34.5,4.220330000000001,8.388053122796205,8.078107569001494,7.361704033829441,10.639384855435903,9.661003874657007,SW,Winter,4.10286
A,36.0,7.43422,8.473194601457248,8.01190194915828,7.430688455731119,10.73637032825379,9.797982629322552,SW,Winter,4.314148
A,36.0,7.43422,8.55833608011829,7.957338352421317,7.508593505347448,10.836102555887635,9.940706973760252,SW,Winter,4.3161263
A,37.5,9.57225,8.643477558779331,7.914416778790602,7.595419182678427,10.930708925780714,10.075571027913448,SW,Winter,4.2357597
A,37.5,9.57225,8.728619037440374,7.883137228266133,7.6911654877240565,11.020189437933025,10.202574791782137,SW,Winter,4.2684712
A,37.5,10.5384,8.814014452211671,7.8575462744181195,7.786038637908898,11.104538802008939,10.321707684695062,SW,Winter,4.3052635
A,37.5,10.5384,8.89940986698297,7.837643917246562,7.88003863323295,11.183757018008457,10.432969706652221,SW,Winter,4.341591
A,39.0,10.5384,8.984805281754266,7.823430156751461,7.973165473696215,11.25784408593158,10.536360857653614,SW,Winter,3.5180979
A,39.0,10.5384,9.070200696525564,7.8149049929328145,8.065419159298692,11.326800005778304,10.631881137699242,SW,Winter,3.5631764
A,37.2,9.11529,9.15559611129686,7.812068425790624,8.15679969004038,11.390624777548632,10.719530546789107,SW,Winter,4.602227
A,36.0,9.11529,9.240991526068157,7.814920455324889,8.24730706592128,11.449318401242566,10.799309084923204,SW,Winter,4.5010095
A,34.5,6.66448,9.326386940839456,7.8234610815356085,8.336941286941391,11.502880876860102,10.871216752101537,SW,Winter,4.3770237
A,34.5,6.66448,9.411782355610752,7.837690304422783,8.425702353100714,11.551312204401242,10.935253548324104,SW,Winter,4.3993998
A,38.9,12.7036,9.49717777038205,7.857608123986414,8.51359026439925,11.594612383865986,10.991419473590904,SW,Winter,3.860734
A,39.0,13.2965,9.582573185153347,7.883214540226501,8.600605020836996,11.63278141525433,11.03971452790194,SW,Winter,3.8866208
A,39.0,10.5384,9.667968599924645,7.914509553143041,8.686746622413954,11.669691379806608,11.093492511173634,SW,Winter,3.942879
A,39.0,10.5384,9.753364014695942,7.951493162736038,8.772015069130124,11.705342277522812,11.152753423405983,SW,Winter,3.9931827
A,39.0,9.57225,9.976399647888655,7.995809881072437,8.863029105618446,11.736866603852503,11.211762255498096,SW,Winter,4.084865
A,39.0,9.57225,10.199435281081369,8.047459708152237,8.959788731878922,11.764264358795678,11.270519007449971,SW,Winter,4.1585674
A,36.8,9.11529,10.422470914274081,8.106442643975438,9.06229394791155,11.787535542352337,11.329023679261615,SW,Winter,4.64266
A,36.0,9.11529,10.645506547466795,8.172758688542041,9.170544753716332,11.806680154522482,11.38727627093302,SW,Winter,4.7112365
A,36.0,5.2253300000000005,10.868542180659507,8.246407841852047,9.284541149293267,11.82169819530611,11.44527678246419,SW,Winter,4.748957
A,36.0,5.2253300000000005,11.09157781385222,8.327390103905454,9.404283134642354,11.832589664703221,11.503025213855123,SW,Winter,4.788051
A,34.5,5.57428,11.314613447044934,8.415705474702262,9.529770709763595,11.839354562713817,11.560521565105821,SW,Winter,4.862491
A,34.5,5.2253300000000005,11.537649080237646,8.511353954242473,9.661003874656988,11.841992889337897,11.61776583621628,SW,Winter,4.895502
A,34.5,6.29334,11.76068471343036,8.614335542526085,9.797982629322535,11.840504644575462,11.674758027186506,SW,Winter,4.9034314
A,34.5,6.29334,11.983720346623073,8.724650239553098,9.940706973760234,11.834889828426512,11.731498138016496,SW,Winter,4.904706
A,34.5,6.29334,11.880214858456002,8.835495105295186,10.075571027913428,11.830878617498671,11.785846823649457,SW,Winter,4.868164
A,34.5,6.29334,11.776709370288932,8.946870139752345,10.202574791782117,11.828471011791946,11.837804084085391,SW,Winter,4.8379555
A,33.0,6.29334,11.67320388212186,9.053873161301228,10.321707684695042,11.827667011306332,11.887369919324298,SW,Winter,4.648635
A,33.0,6.29334,11.56969839395479,9.156504169941835,10.432969706652202,11.828466616041828,11.934544329366174,SW,Winter,4.636653
A,34.4,4.88318,11.46619290578772,9.254763165674165,10.536360857653595,11.830869825998436,11.979327314211025,SW,Winter,4.756865
A,34.5,4.88318,11.362687417620648,9.348650148498217,10.631881137699223,11.834876641176157,12.021718873858847,SW,Winter,4.725792
A,33.6,6.66448,11.259181929453577,9.438165118413993,10.719530546789088,11.840487061574988,12.061719008309643,SW,Winter,4.7357016
A,33.0,6.66448,11.155676441286507,9.523308075421491,10.799309084923186,11.847701087194933,12.099327717563407,SW,Winter,4.5721016
A,33.5,7.43422,11.052170953119436,9.604079019520714,10.871216752101517,11.856518718035987,12.134545001620145,SW,Winter,4.673725
A,34.5,7.43422,10.948665464952365,9.680477950711659,10.935253548324084,11.866939954098157,12.167370860479856,SW,Winter,4.622962
A,34.5,7.834960000000001,10.845159976785295,9.752504868994327,10.991419473590886,11.878964795381435,12.19780529414254,SW,Winter,4.597851
A,34.5,7.834960000000001,10.741654488618224,9.820159774368717,11.039714527901921,11.892593241885827,12.225848302608197,SW,Winter,4.5729747
A,34.5,10.0463,10.958640198445273,9.890119566793043,11.093492511173615,11.903103309252364,12.245890248441057,SW,Winter,4.584836
A,34.5,10.0463,11.175625908272321,9.962384246267302,11.152753423405963,11.910494997481045,12.257931131641122,SW,Winter,4.5968385
A,36.0,11.0495,11.39261161809937,10.03739568055752,11.211762255498078,11.914768306571872,12.261970952208392,SW,Winter,4.7308717
A,36.0,11.0495,11.609597327926418,10.115153869663695,11.270519007449954,11.915923236524847,12.258009710142865,SW,Winter,4.740433
A,36.0,11.0495,11.826583037753467,10.195658813585831,11.329023679261596,11.913959787339964,12.246047405444541,SW,Winter,4.7507334
A,36.0,11.0495,12.043568747580515,10.278910512323923,11.387276270933,11.90887795901723,12.226084038113422,SW,Winter,4.761772
A,36.0,11.0495,12.260554457407563,10.364908965877976,11.44527678246417,11.90067775155664,12.19811960814951,SW,Winter,4.7757835
A,36.0,11.0495,12.477540167234611,10.453654174247987,11.503025213855103,11.889359164958195,12.1621541155528,SW,Winter,4.7990007
A,36.3,10.5384,12.694525877061661,10.545146137433955,11.560521565105802,11.874922199221897,12.118187560323294,SW,Winter,4.859479
A,36.0,10.5384,12.91151158688871,10.639384855435884,11.617765836216263,11.857366854347744,12.066219942460995,SW,Winter,4.8642383
A,34.5,8.24788,13.128497296715757,10.73637032825377,11.674758027186487,11.836693130335734,12.006251261965899,SW,Winter,4.7656617
A,34.5,8.24788,13.345483006542805,10.836102555887615,11.731498138016477,11.812901027185871,11.938281518838009,SW,Winter,4.833665
A,33.0,5.93015,13.184583313647067,10.930708925780694,11.785846823649438,11.78900275108414,11.875910411349368,SW,Winter,4.748031
A,33.0,5.93015,13.023683620751331,11.020189437933006,11.837804084085372,11.764998302030541,11.819137939499981,SW,Winter,4.713883
A,33.0,5.93015,12.862783927855592,11.10453880200892,11.887369919324279,11.740887680025073,11.767964103289843,S,Winter,4.071971
A,33.0,5.93015,12.701884234959856,11.183757018008437,11.934544329366155,11.716670885067735,11.722388902718961,S,Winter,4.046379
A,34.1,4.88318,12.540984542064118,11.257844085931561,11.979327314211005,11.692347917158529,11.682412337787328,S,Winter,4.5014825
A,34.5,4.88318,12.380084849168378,11.326800005778287,12.021718873858829,11.667918776297453,11.648034408494945,S,Winter,4.607858
A,31.5,3.591,12.219185156272642,11.390624777548615,12.061719008309623,11.64338346248451,11.619255114841815,S,Winter,3.476081
A,30.0,3.591,12.058285463376903,11.449318401242548,12.099327717563389,11.618741975719695,11.596074456827937,S,Winter,3.2724257
A,21.0,1.0,11.897385770481167,11.502880876860083,12.134545001620126,11.593994316003014,11.578492434453311,S,Winter,2.966263
A,19.5,1.0,11.736486077585429,11.551312204401222,12.167370860479837,11.569140483334463,11.566509047717936,S,Winter,2.913208
A,23.9,1.2598200000000002,11.575586384689691,11.594612383865966,12.19780529414252,11.544180477714043,11.560124296621813,S,Winter,2.7568266
A,24.0,1.2598200000000002,11.414686691793953,11.632781415254312,12.225848302608178,11.519114299141757,11.55933818116494,S,Winter,2.7113495
A,29.6,1.2598200000000002,11.439646898433908,11.669691379806588,12.245890248441038,11.503106900888605,11.560316370065154,S,Winter,3.0974438
A,30.0,1.2598200000000002,11.464607105073863,11.705342277522794,12.257931131641103,11.496158282954594,11.563058863322455,S,Winter,3.1537225
A,23.0,1.08366,11.48956731171382,11.736866603852484,12.261970952208372,11.498268445339718,11.567565660936843,S,Winter,2.816363
A,22.5,1.08366,11.514527518353775,11.764264358795659,12.258009710142845,11.50943738804398,11.57383676290832,S,Winter,2.8661532
A,28.3,1.0,11.53948772499373,11.787535542352318,12.246047405444521,11.52966511106738,11.581872169236881,S,Winter,3.06274
A,22.5,1.0,11.564447931633687,11.806680154522462,12.226084038113404,11.558951614409919,11.591671879922528,S,Winter,2.9192681
A,10.9,1.0,11.589408138273642,11.821698195306091,12.19811960814949,11.597296898071596,11.603235894965259,S,Winter,1.8835232
A,10.5,1.0,11.614368344913597,11.832589664703201,12.16215411555278,11.64470096205241,11.616564214365079,S,Winter,1.8017187
A,14.6,1.0,11.639328551553554,11.8393545627138,12.118187560323276,11.70116380635236,11.631656838121986,S,Winter,2.7914288
A,12.0,1.0,11.664288758193509,11.84199288933788,12.066219942460975,11.76668543097145,11.648513766235979,S,Winter,2.1992984
A,22.1,1.0,11.689248964833464,11.840504644575445,12.006251261965879,11.841265835909676,11.667134998707061,S,Winter,3.092234
A,19.5,1.08366,11.714209171473419,11.834889828426492,11.93828151883799,11.924905021167042,11.687520535535226,S,Winter,3.1953602
A,19.6,1.0,11.687676733919721,11.830878617498653,11.87591041134935,12.013004191494476,11.702095090820402,S,Winter,3.1988358
A,21.0,1.0,11.661144296366022,11.828471011791926,11.819137939499962,12.105563346891982,11.710858664562588,S,Winter,3.1866941
A,23.7,1.08366,11.634611858812322,11.827667011306312,11.767964103289826,12.202582487359557,11.713811256761787,S,Winter,3.0021563
A,24.0,1.08366,11.608079421258623,11.828466616041808,11.722388902718942,12.304061612897202,11.710952867417996,S,Winter,2.982512
A,25.7,3.29181,11.581546983704923,11.830869825998418,11.68241233778731,12.41000072350492,11.702283496531216,S,Winter,2.9395237
A,25.5,3.29181,11.555014546151224,11.834876641176137,11.648034408494928,12.520399819182705,11.68780314410145,S,Winter,2.9285617
A,28.5,3.591,11.528482108597526,11.840487061574969,11.619255114841797,12.635258899930562,11.667511810128692,S,Winter,3.1796453
A,28.5,3.591,11.501949671043826,11.847701087194913,11.59607445682792,12.75457796574849,11.641409494612946,S,Winter,3.1445923
A,28.5,5.2253300000000005,11.475417233490127,11.85651871803597,11.578492434453294,12.878357016636487,11.60949619755421,S,Winter,3.1087904
A,28.5,5.2253300000000005,11.448884795936427,11.866939954098138,11.566509047717917,13.006596052594555,11.571771918952486,S,Winter,3.0695121
A,28.5,4.88318,11.422352358382728,11.878964795381416,11.560124296621794,13.139295073622693,11.52823665880777,S,Winter,3.0278974
A,28.5,4.88318,11.39581992082903,11.892593241885807,11.55933818116492,13.276454079720901,11.478890417120068,S,Winter,2.9845629
A,29.5,6.29334,11.463123432039062,11.903103309252344,11.560316370065136,13.425859144380189,11.445897431713552,S,Winter,3.087854
A,30.0,6.29334,11.530426943249093,11.910494997481026,11.563058863322437,13.587510267600557,11.429257702588226,S,Winter,3.0328832
A,34.5,3.00493,11.597730454459125,11.914768306571853,11.567565660936824,13.761407449382004,11.428971229744091,S,Winter,4.84736
A,34.5,3.00493,11.665033965669155,11.915923236524828,11.5738367629083,13.94755068972453,11.445038013181142,S,Winter,4.861353
A,34.5,2.73196,11.732337476879186,11.913959787339946,11.581872169236862,14.145939988628136,11.477458052899381,S,Winter,4.864955
A,34.5,2.73196,11.799640988089218,11.908877959017211,11.591671879922508,14.356575346092823,11.526231348898811,S,Winter,4.8468575
A,30.3,1.0,11.866944499299251,11.900677751556621,11.60323589496524,14.579456762118587,11.59135790117943,S,Winter,3.135953
A,27.0,1.0,11.934248010509283,11.889359164958178,11.616564214365061,14.81458423670543,11.672837709741238,S,Winter,2.6434572
A,20.2,1.0,12.001551521719314,11.874922199221878,11.631656838121968,15.061957769853356,11.770670774584234,S,Winter,2.7318387
A,19.5,1.0,12.068855032929346,11.857366854347724,11.64851376623596,15.321577361562357,11.884857095708421,S,Winter,2.5712886
A,17.8,1.0,12.136158544139377,11.836693130335716,11.667134998707041,15.593443011832441,12.015396673113797,S,Winter,2.2326488
A,22.5,1.0,12.203462055349409,11.812901027185852,11.687520535535207,15.877554720663603,12.162289506800358,S,Winter,2.3651342
A,20.8,1.0,12.03746606076397,11.789002751084121,11.702095090820384,16.173577543616815,12.323913292170053,S,Winter,2.2064843
A,19.5,1.0,11.871470066178528,11.764998302030522,11.71085866456257,16.481511480692077,12.500268029222875,S,Winter,1.8869295
A,19.5,1.0,11.70547407159309,11.740887680025054,11.713811256761767,16.801356531889386,12.691353717958828,SE,Winter,3.0797796
