farm,availableMW,y,windspeed,speed_rolling_lag1,speed_rolling_lag2,speed_rolling_n1,speed_rolling_n2,change_lag,change_n,windDic_cat,season,Months,windspeed_cat,preds
A,39.7,8.24788,255.78298257532026,267.57162490759623,263.0970271745341,254.90994755739567,249.04404882153236,-0.027799799479915177,-0.026346294370085732,S,Winter,Dec,very_high,5.3492217
A,40.5,8.24788,255.6249183349026,267.3108799279305,262.4554849104356,255.0607067516288,248.84934170280894,-0.02602561946024473,-0.02650593172304405,S,Winter,Dec,very_high,5.6669927
A,39.1,7.8349600000000015,255.466854094485,267.0339308836247,261.81484868299714,255.2068815700384,248.69243095455536,-0.024246121335150916,-0.026517816426486762,S,Winter,Dec,very_high,5.1150374
A,39.0,7.8349600000000015,254.40722065860533,266.7219950831067,261.1375531090745,255.3484720126245,248.57331657677162,-0.025773131326148113,-0.02293136203733126,S,Winter,Dec,very_high,5.0671287
A,37.5,7.8349600000000015,253.57020478475647,266.3797103922522,260.4328739204189,255.4900602620929,248.54461812449972,-0.026351009503352785,-0.01981931065017173,S,Winter,Dec,very_high,4.606887
A,37.5,7.8349600000000015,252.73318891090761,266.00707681106115,259.70081111703036,255.6316463184435,248.60633559773964,-0.02682942027078572,-0.016328893450645143,S,Winter,Dec,very_high,4.597361
A,37.5,8.24788,251.89617303705887,265.6040943395335,258.9563487922638,255.77323018167638,248.75846899649136,-0.027263960849512214,-0.012456338668177747,S,Winter,Dec,very_high,4.5958037
A,37.5,8.24788,251.05915716320993,265.1707629776693,258.2220682359085,255.91481185179148,249.00101832075492,-0.027739345136662097,-0.008197824232784479,S,Winter,Dec,very_high,4.605815
A,37.5,10.5384,250.22214128936113,264.7070827254686,257.4896299368276,256.05639132878883,249.3339835705303,-0.028224393538681447,-0.0035494769337928167,S,Winter,Dec,very_high,4.5986104
A,37.5,10.5384,249.3851254155123,264.2130535829313,256.759033895021,256.1979686126685,249.7573647458175,-0.028719178319246974,0.0014926284383842692,S,Winter,Dec,very_high,4.57234
A,39.0,9.57225,248.54810954166348,263.68867555005744,256.0302801104888,256.33954370343037,250.27116184661656,-0.029223772147561555,0.006932469967808164,S,Winter,Dec,very_high,5.0068116
A,39.0,9.57225,247.71109366781468,263.15273131841917,255.30336858323085,256.48111660107446,250.87537487292744,-0.029738248098912345,0.012774079506330471,S,Winter,Dec,very_high,4.9893413
A,39.0,10.0463,246.8740777939658,262.60072717002834,254.65173515061667,256.6226873056009,251.57000382475016,-0.03054233010448837,0.019021543585080014,S,Winter,Dec,very_high,5.000254
A,39.0,10.0463,246.03706192011705,262.0326631048849,254.00194397527684,256.76425581700954,252.3550487020847,-0.031357563373353714,0.025679004344552725,S,Winter,Dec,very_high,4.9730754
A,37.7,7.8349600000000015,245.2000460462682,261.4485391229888,253.35399505721134,256.9058221353004,253.23050950493106,-0.032184015922471776,0.032750660483756855,S,Winter,Dec,very_high,4.527966
A,37.5,7.8349600000000015,243.4614609769573,260.82957253276805,252.67032301327592,257.0473862604736,254.19638623328925,-0.03644615610767532,0.044092913980122495,S,Winter,Dec,very_high,4.4446607
A,37.5,7.8349600000000015,244.21050962781567,260.22758903672604,252.0545792484776,257.1452169616287,255.1152978395306,-0.03112052018277034,0.04465323064242477,S,Winter,Dec,very_high,4.4412146
A,37.5,7.8349600000000015,244.95955827867402,259.6425886348629,251.54432914596075,257.19931423876574,255.98724432365506,-0.026177377520865686,0.045018394556523456,S,Winter,Dec,very_high,4.433948
A,36.0,12.7036,245.70860692953235,259.0745713271785,251.07187541391366,257.2096780918847,256.81222568566267,-0.021361486528666318,0.04519019050608497,S,Winter,Dec,very_high,4.1720805
A,36.0,12.7036,246.45765558039065,258.5235371136729,250.63721805233646,257.17630852098563,257.59024192555347,-0.01667574554339757,0.0451703815770963,S,Winter,Dec,very_high,4.180137
A,36.0,12.7036,247.20670423124898,257.9894859943461,250.2403570612291,257.0992055260685,258.32129304332744,-0.012122955967641347,0.04496070948658959,S,Winter,Dec,very_high,4.1829095
A,36.0,12.7036,247.95575288210736,257.47241796919815,249.88129244059155,256.9783691071333,259.00537903898453,-0.007705817188943698,0.04456289490540999,S,Winter,Dec,very_high,4.18583
A,37.5,12.7036,248.70480153296575,256.97233303822895,249.56002419042383,256.81379926418003,259.6424999125248,-0.0034269216803950453,0.043978637775150764,S,Winter,Dec,very_high,4.4061484
A,37.5,12.7036,249.45385018382402,256.5080138930107,249.27655231072595,256.6054959972087,260.23265566394815,0.0007112497002006446,0.04320961761937592,S,Winter,Dec,very_high,4.4070616
A,38.9,10.0463,250.20289883468237,256.0705379980348,249.04404882153267,256.35345930621935,260.7758462932547,0.004653192953749885,0.04225749384925481,S,Winter,Dec,very_high,4.6756244
A,39.0,10.0463,250.95194748554073,255.65241330662388,248.84934170280926,256.0576891912119,261.27207180044434,0.008449312215752292,0.041123906063722515,S,Winter,Dec,very_high,4.679062
A,39.0,10.5384,251.70099613639906,255.25363981877786,248.69243095455568,255.71818565218643,261.72133218551716,0.01209753417221271,0.03981047434428109,S,Winter,Dec,very_high,4.635931
A,39.0,10.5384,251.54847559179535,254.85543484292464,248.57331657677193,255.33494868914286,262.1236274484731,0.011968939611040508,0.042040214442955914,S,Winter,Dec,very_high,4.645514
A,39.0,10.0463,252.88144193023044,254.48874602246087,248.54461812450003,254.9270902371026,262.43550239968175,0.017448874324681674,0.03778078927629358,S,Winter,Dec,very_high,4.5908203
A,39.0,10.0463,254.2144082686654,254.15357335738656,248.60633559773996,254.49461029606564,262.65695703914304,0.022558044055641657,0.03321034723395844,S,Winter,Dec,very_high,4.563622
A,39.0,12.7036,255.54737460710055,253.85740889437912,248.75846899649164,254.037508866032,262.78799136685706,0.02729115369617685,0.0283337552220555,S,Winter,Dec,very_high,4.4868217
A,39.0,12.7036,256.8803409455355,253.6115432783333,249.0010183207552,253.55578594700162,262.82860538282375,0.031643736551432156,0.0231557791281094,S,Winter,Dec,very_high,4.435514
A,38.5,10.5384,258.2133072839706,253.4118067536805,249.3339835705306,253.04944153897455,262.7787990870431,0.03561216800969391,0.01768108642848376,S,Winter,Dec,very_high,4.2940784
A,37.5,10.5384,259.5462736224057,253.25819932042086,249.7573647458178,252.5184756419508,262.6385724795152,0.03919367457512313,0.011914248715465092,S,Winter,Dec,very_high,4.257957
A,39.0,9.11529,260.8792399608407,253.15072097855423,250.27116184661688,251.96288825593035,262.4079255602399,0.04238633822591664,0.005859744146865298,S,Winter,Dec,very_high,4.4201894
A,39.0,7.8349600000000015,262.2122062992758,253.08937172808075,250.87537487292775,251.38267938091317,262.0868583292173,0.0451890961083381,-0.0004780401790884792,S,Winter,Dec,very_high,4.4433813
A,39.0,12.7036,263.54517263771083,253.11086948768502,251.57000382475044,250.77784901689935,261.6753707864474,0.047601735623864716,-0.007094805920933367,S,Winter,Dec,very_high,4.4472165
A,39.0,12.7036,264.87813897614586,253.17849633868238,252.355048702085,250.1483971638888,261.17346293193015,0.04962488501208795,-0.013986341260685764,S,Winter,Dec,very_high,4.464361
A,37.8,13.2965,266.211105314581,253.29225228107282,253.23050950493135,249.4943238218815,260.5811347656656,0.05125999957519678,-0.021148518737648114,S,Winter,Dec,very_high,4.220836
A,37.5,13.2965,266.642502457554,253.43335462328423,254.19638623328956,248.8156289908775,259.8983862876537,0.04896260095862237,-0.025292727557467587,S,Winter,Dec,very_high,4.190929
A,37.5,12.7036,266.26438817760794,253.58493854400578,255.11529783953088,248.18240868945338,259.1751360837226,0.04370216303175156,-0.02662486013396792,S,Winter,Dec,very_high,4.244301
A,37.5,12.7036,265.8862738976617,253.76578673480958,255.98724432365535,247.59466291760899,258.4113841538722,0.03867001107871837,-0.028113108789762364,S,Winter,Dec,very_high,4.299406
A,36.0,15.8753,265.5081596177156,253.94205054978988,256.812225685663,247.05239167534444,257.60713049810255,0.03386105902409953,-0.029758140506827013,S,Winter,Dec,very_high,4.070971
A,36.0,15.8753,265.1300453377695,254.1137299889467,257.5902419255538,246.55559496265968,256.7623751164136,0.029270531973003777,-0.03156062607199306,S,Winter,Dec,very_high,4.0908027
A,39.0,20.2801,264.7519310578234,254.28082505227994,258.3212930433277,246.10427277955475,255.87711800880535,0.02489395256091842,-0.0335212401041175,S,Winter,Dec,very_high,5.00457
A,39.0,19.5106,264.3738167778774,254.44333573978972,259.0053790389848,245.6984251260296,254.95135917527787,0.020727128366258896,-0.03564066108148711,S,Winter,Dec,very_high,5.093134
A,39.0,23.4385,263.9957024979311,254.60126205147594,259.64249991252507,245.33805200208425,253.98509861583113,0.01676614031552104,-0.03791957136945601,S,Winter,Dec,very_high,5.1635175
A,39.0,23.4385,263.6175882179851,254.7546039873387,260.23265566394844,245.0231534077187,252.97833633046514,0.013007332017576534,-0.04035865724832577,S,Winter,Dec,very_high,5.1942987
A,39.0,21.8474,263.23947393803894,254.90994755739538,260.775846293255,244.75372934293293,251.93107231917986,0.009447299969697065,-0.04295860894145698,S,Winter,Dec,very_high,5.2177825
A,39.0,21.8474,262.86135965809285,255.0607067516285,261.2720718004446,244.52977980772698,250.84330658197533,0.006082884583477721,-0.0457201206436334,S,Winter,Dec,very_high,5.241013
A,40.3,18.7532,262.4832453781468,255.20688157003812,261.72133218551744,244.35130480210083,249.71503911885154,0.0029111619838817493,-0.04864389054966445,S,Winter,Dec,very_high,5.7007957
A,40.5,18.0094,261.20356190273856,255.34847201262423,262.1236274484734,244.2183043260545,248.54626992980846,-0.003510044305013005,-0.04845757799291861,S,Winter,Dec,very_high,5.7990046
A,40.5,22.641,260.3664407592379,255.49006026209258,262.43550239968204,244.12981616893197,247.41867807451933,-0.007884076740855783,-0.04972899981642187,S,Winter,Dec,very_high,5.816403
A,40.5,22.641,259.5293196157373,255.63164631844322,262.6569570391434,244.08584033073336,246.33226355298407,-0.011907689248604192,-0.05084996208633752,S,Winter,Dec,very_high,5.8457837
A,40.5,21.0597,258.69219847223667,255.7732301816761,262.7879913668574,244.08637681145856,245.28702636520276,-0.015585921081541776,-0.05181900415320251,S,Winter,Dec,very_high,5.862485
A,40.5,18.7532,257.855077328736,255.9148118517912,262.82860538282404,244.13142561110772,244.28296651117535,-0.018923085053256794,-0.05263464639968196,S,Winter,Dec,very_high,5.857962
A,39.0,22.641,257.01795618523533,256.05639132878855,262.7787990870434,244.2209867296807,243.32008399090185,-0.021922784188917133,-0.05329538993167193,S,Winter,Dec,very_high,5.1459317
A,39.0,22.641,256.1808350417347,256.19796861266815,262.6385724795155,244.35506016717758,242.3983788043823,-0.024587924678445616,-0.05379971626334623,S,Winter,Dec,very_high,5.138898
A,39.0,21.8474,255.3437138982341,256.33954370343,262.40792556024024,244.5336459235983,241.51785095161665,-0.026920725229331643,-0.05414608699600765,S,Winter,Dec,very_high,5.1299953
A,39.0,21.8474,254.50659275473342,256.4811166010742,262.0868583292176,244.75674399894288,240.67850043260492,-0.02892272288205422,-0.05433294349060169,S,Winter,Dec,very_high,5.1199765
A,40.2,23.4385,253.66947161123286,256.62268730560055,261.6753707864477,245.02435439321133,239.88032724734714,-0.030594775317041134,-0.05435870653374719,S,Winter,Dec,very_high,5.6374044
A,40.5,23.4385,252.83235046773214,256.7642558170092,261.17346293193043,245.33647710640366,239.12333139584325,-0.03193705964825466,-0.05422177599712863,S,Winter,Dec,very_high,5.803768
A,39.2,24.2374,251.9952293242316,256.9058221353001,260.58113476566587,245.69311213851984,238.40751287809329,-0.03294906766430106,-0.053920530490105256,S,Winter,Dec,very_high,5.1647024
A,39.0,24.2374,250.2565389852689,257.0473862604733,259.898386287654,246.0942594895599,237.73287169409727,-0.03709852700552574,-0.05004331691772024,S,Winter,Dec,very_high,5.0680885
A,39.3,16.5692,248.9063832832604,257.14521696162836,259.17513608372286,246.50673783930006,237.18968129518007,-0.039620902512597866,-0.04707272603268875,S,Winter,Dec,very_high,5.178933
A,40.5,16.5692,247.5562275812519,257.19931423876545,258.41138415387246,246.93054718774033,236.77794168134176,-0.04200726917726194,-0.04353873867452007,S,Winter,Dec,very_high,5.715889
A,40.5,18.7532,246.20607187924335,257.2096780918844,257.60713049810283,247.36568753488072,236.4976528525823,-0.044257542859216126,-0.03943208610802562,S,Winter,Dec,very_high,5.6970944
A,40.5,18.7532,244.8559161772348,257.17630852098534,256.76237511641386,247.8121588807212,236.34881480890172,-0.046371509586561444,-0.03474329516373764,S,Winter,Dec,very_high,5.631578
A,40.5,14.5453,243.50576047522637,257.0992055260682,255.87711800880564,248.26996122526182,236.33142755030005,-0.04834882317673095,-0.029462682570321475,S,Winter,Dec,very_high,5.5710425
A,40.5,14.5453,242.15560477321787,256.978369107133,254.95135917527818,248.73909456850257,236.44549107677722,-0.05018900249621061,-0.023580349097384157,S,Winter,Dec,very_high,5.5050015
A,39.2,15.2004,240.8054490712093,256.81379926417975,253.98509861583145,249.21955891044342,236.69100538833325,-0.05189142834146032,-0.01708617350124564,S,Winter,Dec,very_high,4.93208
A,39.0,15.2004,239.45529336920077,256.60549599720844,252.97833633046545,249.71135425108437,237.06797048496813,-0.053455339921279044,-0.009969806265889392,S,Winter,Dec,very_high,4.857754
A,39.9,15.8753,238.10513766719228,256.35345930621907,251.93107231918017,250.21448059042544,237.57638636668193,-0.0548798309184797,-0.0022206631309628078,S,Winter,Dec,very_high,5.159881
A,39.0,15.8753,236.75498196518376,256.05768919121164,250.84330658197564,250.72893792846665,238.21625303347457,-0.05616384510617911,0.006172081601669044,S,Winter,Dec,very_high,4.839029
A,37.7,19.5106,235.40482626317527,255.71818565218612,249.71503911885182,251.25472626520798,238.98757048534608,-0.05730617149119965,0.015219501991711182,S,Winter,Dec,very_high,4.5309076
A,37.5,19.5106,233.1531013657047,255.33494868914258,248.54626992980877,251.79184560064945,239.8903387222965,-0.0619328086011961,0.028896194462471714,S,Winter,Dec,very_high,4.4757457
A,37.5,14.5453,233.30423623229814,254.9270902371023,247.41867807451965,252.32650695791014,240.84095426334068,-0.057046791907805816,0.03230424853296854,S,Winter,Dec,very_high,4.455813
A,37.5,14.5453,233.45537109889153,254.49461029606536,246.3322635529844,252.85871033699007,241.83941710847873,-0.05227448596607853,0.03591284265649097,S,Winter,Dec,very_high,4.4386187
A,39.5,15.2004,233.60650596548493,254.0375088660317,245.28702636520305,253.3884557378893,242.88572725771056,-0.0476198051434128,0.03972158760679645,S,Winter,Dec,very_high,4.9572034
A,40.5,15.2004,233.7576408320784,253.55578594700134,244.28296651117566,253.91574316060778,243.97988471103622,-0.043086613157760745,0.04373009516425186,S,Winter,Dec,very_high,5.6129155
A,39.0,11.5803,233.90877569867175,253.04944153897426,243.32008399090216,254.4405726051455,245.1218894684557,-0.038678715451135215,0.0479379781125826,S,Winter,Dec,very_high,4.732874
A,37.5,11.5803,234.05991056526523,252.51847564195052,242.3983788043826,254.96294407150245,246.31174152996894,-0.03439985151817604,0.05234485023562985,S,Winter,Dec,very_high,4.3726053
A,36.0,15.2004,234.21104543185868,251.96288825593004,241.51785095161696,255.48285755967868,247.549440895576,-0.030253687215948455,0.05695032631412755,S,Winter,Dec,very_high,4.121933
A,36.0,15.2004,234.36218029845202,251.3826793809129,240.67850043260523,256.0003130696742,248.83498756527692,-0.026243807082061754,0.06175402212248704,S,Winter,Dec,very_high,4.0959005
A,36.0,12.1316,234.51331516504547,250.77784901689904,239.88032724734742,256.5153106014889,250.1683815390716,-0.022373706689035266,0.06675555442559156,S,Winter,Dec,very_high,4.069123
A,36.0,12.1316,234.66445003163895,250.1483971638885,239.12333139584356,257.02785015512285,251.5496228169601,-0.0186467850634926,0.0719545409756126,S,Winter,Dec,very_high,4.033964
A,36.0,14.5453,234.8155848982323,249.49432382188118,238.4075128780936,257.53793173057613,252.9787113989424,-0.01506633719927275,0.07735060050882869,S,Winter,Dec,very_high,3.9942007
A,36.0,14.5453,234.06515056936368,248.81562899087723,237.73287169409755,258.0455553278486,254.4556472850185,-0.015427909058589595,0.08711462029291805,S,Winter,Dec,very_high,3.944432
A,36.0,15.2004,235.8698137092481,248.18240868945307,237.18968129518035,258.5255230876655,255.82379438341601,-0.005564607948900124,0.08459743262766461,S,Winter,Dec,very_high,3.942849
A,36.0,15.2004,237.6744768491324,247.5946629176087,236.77794168134207,258.9778350100268,257.08315269413487,0.0037863964921061033,0.08166074919909239,S,Winter,Dec,very_high,3.9383838
A,36.0,19.5106,239.47913998901672,247.05239167534413,236.4976528525826,259.4024910949325,258.23372221717506,0.012606836053009607,0.07831405369594391,S,Winter,Dec,very_high,3.97804
A,36.0,19.5106,241.2838031289011,246.55559496265937,236.34881480890203,259.7994913423825,259.27550295253667,0.02088010605845092,0.0745665460769609,S,Winter,Dec,very_high,3.998943
A,37.5,19.5106,243.08846626878542,246.10427277955444,236.33142755030033,260.168835752377,260.2084949002196,0.02859136759137515,0.07042715310279002,S,Winter,Dec,very_high,4.2934422
A,37.5,19.5106,244.8931294086698,245.6984251260293,236.44549107677753,260.5105243249159,261.0326980602239,0.03572763554687208,0.06590453840222232,S,Winter,Dec,very_high,4.2885165
A,37.5,23.4385,246.6977925485542,245.33805200208394,236.69100538833356,260.82455705999917,261.74811243254953,0.042277851428290214,0.06100711209660781,S,Winter,Dec,very_high,4.292501
A,37.5,23.4385,248.50245568843852,245.02315340771838,237.06797048496844,261.11093395762686,262.3547380171966,0.048232940030146665,0.055743040004906375,S,Winter,Dec,very_high,4.2960086
A,37.5,23.4385,250.30711882832287,244.75372934293262,237.57638636668221,261.3696550177989,262.85257481416505,0.05358584940336475,0.050120252450537306,S,Winter,Dec,very_high,4.309152
A,37.5,23.4385,252.11178196820723,244.52977980772667,238.21625303347489,261.60072024051533,263.2416228234548,0.058331573760333155,0.04414645268998618,S,Winter,Dec,very_high,4.3113317
A,39.0,27.4006,253.91644510809164,244.35130480210054,238.9875704853464,261.795288245496,263.521882045066,0.06246715924358348,0.0378291249819811,S,Winter,Dec,very_high,4.2434497
A,39.0,27.4006,254.8195390525139,244.21830432605418,239.89033872229678,262.00301941596496,263.6933524789984,0.06223343720190222,0.034823912873713114,S,Winter,Dec,very_high,4.251177
A,39.0,31.104,256.1190092173589,244.12981616893168,240.840954263341,262.21565591399684,263.8120596524756,0.06343628308876625,0.030037014662148476,S,Winter,Dec,very_high,4.2534833
A,39.0,31.104,257.41847938220377,244.08584033073305,241.839417108479,262.4331977395915,263.87800356549747,0.06441903664834192,0.02509347502477821,S,Winter,Dec,very_high,4.249282
A,39.0,27.4006,258.71794954704865,244.08637681145828,242.88572725771087,262.655644892749,263.8911842180641,0.06518383137655182,0.01999565426392924,S,Winter,Dec,very_high,4.255812
A,39.0,29.672,260.0174197118937,244.1314256111074,243.97988471103653,262.8829973734694,263.85160161017535,0.06573302147368265,0.014745865498281052,S,Winter,Dec,very_high,4.316549
A,39.0,21.0597,261.31688987673857,244.2209867296804,245.12188946845598,263.1152551817526,263.75925574183134,0.06606917253861444,0.009346375836038812,S,Winter,Dec,very_high,4.3910956
A,39.0,20.2801,262.6163600415835,244.35506016717727,246.31174152996925,263.3524183175986,263.614146613032,0.06619505188968189,0.0037994075132656846,S,Winter,Dec,very_high,4.4649353
A,40.5,16.5692,263.9158302064283,244.533645923598,247.54944089557628,263.59448678100756,263.4162742237774,0.06611361856299203,-0.001892861001404067,S,Winter,Dec,very_high,4.824908
A,40.5,16.5692,265.2153003712734,244.7567439989426,248.8349875652772,263.84146057197927,263.1656385740675,0.06582801303895858,-0.007728293934537667,S,Winter,Dec,very_high,4.872965
A,40.5,13.2965,266.5147705361182,245.02435439321104,250.1683815390719,264.09333969051386,262.8622396639023,0.06534154674735859,-0.013704797167033211,S,Winter,Dec,very_high,4.9003215
A,40.5,13.2965,267.8142407009631,245.33647710640335,251.5496228169604,264.40060263274745,262.5060774932818,0.06465769140046618,-0.019820317223565143,S,Winter,Dec,very_high,4.9740987
A,42.0,13.9105,269.113710865808,245.69311213851952,252.9787113989427,264.7180768449246,262.097152062206,0.06378006820273785,-0.026072840291295085,S,Winter,Dec,very_high,5.6983566
A,42.0,13.2965,269.51161183519093,246.0942594895596,254.4556472850188,265.0645450186175,261.6354633706749,0.059169307935648785,-0.029223781531655724,S,Winter,Dec,very_high,5.803975
A,37.9,11.0495,268.705344070788,246.50673783929975,255.8237943834163,265.4650940024466,261.2272517919112,0.050353211742553805,-0.02783008393352515,S,Winter,Dec,very_high,4.513236
A,37.5,10.5384,267.8990763063851,246.93054718774002,257.08315269413515,265.9197237964119,260.872517325915,0.042071693531462895,-0.026228380766920245,S,Winter,Dec,very_high,4.472214
A,40.3,8.24788,267.09280854198227,247.3656875348804,258.2337222171754,266.4284344005135,260.57125997268616,0.03430646566507045,-0.024416788324987948,S,Winter,Dec,very_high,5.3618293
A,40.5,8.24788,266.28654077757926,247.8121588807209,259.27550295253695,266.9912258147513,260.3234797322247,0.027040880242071186,-0.02239340008677082,S,Winter,Dec,very_high,5.5228004
A,41.9,7.8349600000000015,265.4802730131764,248.26996122526154,260.2084949002199,267.6080980391253,260.12917660453076,0.020259823242811503,-0.020156286370776932,S,Winter,Dec,very_high,6.329373
A,42.0,7.8349600000000015,264.6740052487735,248.73909456850228,261.03269806022416,268.27905107363557,259.9883505896041,0.0139496209310499,-0.01770349398221105,S,Winter,Dec,very_high,6.4269266
A,39.1,8.24788,263.8677374843705,249.2195589104431,261.7481124325498,269.0040849182821,259.901001687445,0.008097957353434104,-0.015033045853741211,S,Winter,Dec,very_high,5.117019
A,39.0,8.24788,263.06146971996765,249.7113542510841,262.3547380171969,269.7831995730648,259.8671298980532,0.002693801942027063,-0.012142940679662706,S,Winter,Dec,very_high,5.130484
A,37.5,10.5384,262.25520195556476,250.21448059042515,262.85257481416534,270.59761234641167,259.88673522142886,-0.0022726536311197254,-0.009031152543304777,S,Winter,Dec,very_high,4.813559
A,37.5,13.9105,261.4489341911618,250.72893792846637,263.2416228234551,271.51053180436816,259.95981765757193,-0.0068100500713580425,-0.005695630537553065,S,Winter,Dec,very_high,4.832133
A,37.5,15.8753,260.64266642675886,251.25472626520767,263.52188204506626,272.5219579469343,260.0686944459222,-0.010925907161724813,-0.00220214130213392,S,Winter,Dec,very_high,4.834486
A,37.5,15.8753,258.9348294668939,251.79184560064914,263.69335247899875,273.65067346568225,260.31268635292764,-0.01804566921148998,0.005321249709320686,S,Winter,Dec,very_high,4.809064
A,36.4,14.5453,258.9679813808116,252.32650695790983,263.8120596524759,274.86040775907486,260.61925217551413,-0.01836185304813398,0.006376351184026685,S,Winter,Dec,very_high,4.511136
A,36.0,14.5453,259.00113329472924,252.8587103369898,263.87800356549775,276.1511608271121,260.98839191368165,-0.0184815339091271,0.007672779627149406,S,Winter,Dec,very_high,4.383058
A,36.0,13.2965,259.034285208647,253.388455737889,263.8911842180644,277.522932669794,261.4201055674301,-0.018404930895318916,0.009210442381638151,S,Winter,Dec,very_high,4.361128
A,36.0,13.2965,259.0674371225646,253.91574316060746,263.8516016101757,278.97572328712056,261.91439313675954,-0.018132027467012923,0.010989246837872724,S,Winter,Dec,very_high,4.3343463
A,37.7,10.5384,259.10058903648235,254.4405726051452,263.7592557418316,280.50953267909176,262.47125462166997,-0.01766257146975425,0.013009100433627463,S,Winter,Dec,very_high,4.7876997
A,37.5,10.5384,259.13374095040007,254.96294407150216,263.61414661303235,282.1243608457076,263.09069002216137,-0.016996074452746313,0.015269910654045926,S,Winter,Dec,very_high,4.728161
A,36.3,8.24788,259.1668928643177,255.48285755967837,263.41627422377775,283.8202077869681,263.77269933823374,-0.01613181027627064,0.017771585031608694,S,Winter,Dec,very_high,4.330711
A,36.0,8.24788,259.2000447782354,256.00031306967384,263.1656385740678,285.5970735028733,264.51728256988713,-0.015068813000509995,0.02051403114610184,S,Winter,Dec,very_high,4.199193
A,31.8,5.57428,259.233196692153,256.5153106014886,262.8622396639026,287.43617530185094,265.3244397171215,-0.013805874044098942,0.0234971566245894,S,Winter,Dec,very_high,2.698266
A,31.5,5.57428,259.2663486060707,257.02785015512256,262.50607749328213,289.33236321056916,266.2951277722092,-0.01234153859654663,0.027110264035144827,S,Winter,Dec,very_high,2.557354
A,36.2,4.54801,259.29950051998844,257.53793173057585,262.0971520622063,291.2856372290278,267.33900162763933,-0.010674101264381064,0.03100469183908494,S,Winter,Dec,very_high,4.0726643
A,37.5,4.54801,258.43108323844405,258.0455553278483,261.6354633706752,293.31478004879915,268.49362666655617,-0.012247499214933733,0.03893704774989404,S,Winter,Dec,very_high,4.4023137
A,37.5,3.00493,258.90826618045924,258.5255230876652,261.22725179191156,295.3917583318923,269.70293621297805,-0.008877272932073632,0.041693029704176876,S,Winter,Dec,very_high,4.318331
A,37.5,3.00493,259.3854491224744,258.97783501002647,260.8725173259153,297.5165720783072,270.96693026690497,-0.005700363605503966,0.04464969482140102,S,Winter,Dec,very_high,4.220609
A,36.5,2.2335,259.86263206448973,259.40249109493215,260.57125997268645,299.68922128804394,272.28560882833693,-0.0027195167581834934,0.0478059375645985,S,Winter,Dec,very_high,3.9774294
A,33.0,2.00986,260.3398150065049,259.7994913423822,260.32347973222505,301.9097059611025,273.65897189727394,6.274990752541676e-05,0.05116066050226009,S,Winter,Dec,very_high,2.7885637
A,33.6,3.29181,260.81699794852017,260.1688357523767,260.12917660453104,304.1780260974828,275.087019473716,0.002644153004931038,0.05471277423418708,S,Winter,Dec,very_high,2.9570382
A,31.5,3.29181,261.29418089053536,260.5105243249156,259.9883505896044,306.4941816971849,276.5697515576631,0.005022649276283264,0.0584611973181568,S,Winter,Dec,very_high,2.2681463
A,28.5,3.591,261.7713638325505,260.8245570599989,259.9010016874453,308.8581727602088,278.10716814911524,0.0071964406945783654,0.062404856197389114,S,Winter,Dec,very_high,2.182322
A,28.5,4.88318,262.24854677456574,261.1109339576265,259.8671298980535,311.26999928655454,279.6992692480725,0.00916397882812836,0.06654268512880557,S,Winter,Dec,very_high,2.1628547
A,30.6,7.43422,262.72572971658104,261.3696550177986,259.88673522142915,313.7108785846499,281.3084894713905,0.010923968446227228,0.07073064284512931,S,Winter,Dec,very_high,2.1368036
A,31.5,7.43422,263.20291265859623,261.60072024051505,259.9598176575722,316.17470235650916,283.0612459511604,0.012475370348566495,0.0754487596355844,S,Winter,Dec,very_high,2.1926205
A,33.0,7.43422,263.2557093471646,261.79528824549567,260.06869444592246,318.6703119824124,284.9752214479425,0.012254511862844986,0.08250347980919037,S,Winter,Dec,very_high,2.5055435
A,35.5,7.8349600000000015,264.79063523502595,262.0030194159647,260.312686352928,321.1668297707077,286.9886605784329,0.01720219227435904,0.083832365611058,S,Winter,Dec,very_high,3.2440677
A,37.5,7.8349600000000015,266.32556112288734,262.2156559139965,260.6192521755144,323.6642557213951,289.10156334263166,0.021895193466098917,0.08551940010457759,S,Winter,Dec,very_high,3.7202
A,42.0,11.0495,267.8604870107488,262.4331977395912,260.98839191368194,326.16258983447455,291.3139297405387,0.02633103735640363,0.08755842637159383,S,Winter,Dec,very_high,4.5978565
A,42.0,11.0495,269.39541289861006,262.65564489274874,261.4201055674304,328.66183210994603,293.625759772154,0.030507627995439268,0.08994342781427878,S,Winter,Dec,very_high,4.627829
A,42.0,11.5803,270.9303387864715,262.8829973734691,261.9143931367598,331.1619825478096,296.0370534374777,0.034423253879766635,0.09266852418028226,S,Winter,Dec,very_high,4.683416
A,42.0,11.5803,272.46526467433284,263.1152551817523,262.47125462167025,333.66304114806525,298.5478107365097,0.03807658887091492,0.09572796772224268,S,Winter,Dec,very_high,4.7212257
A,40.9,6.29334,274.0001905621943,263.35241831759834,263.09069002216165,336.165007910713,301.15803166925,0.0414666917294324,0.09911613948637488,S,Winter,Dec,very_high,4.2795196
A,40.5,6.29334,275.5351164500556,263.5944867810072,263.7726993382341,338.6678828357527,303.86771623569865,0.0445930042848699,0.1028275457251151,S,Winter,Dec,very_high,4.0561466
