farm,availableMW,y,windspeed_cat,windspeed,speed_rolling_lag1,speed_rolling_lag2,speed_rolling_n1,speed_rolling_n2,change_lag,change_n,windDic_cat,season,Months,preds
A,11.8,38.8381,medium_h,375.946247798681,425.88356592871037,412.0473182413767,279.1780224366231,332.2979715344415,-0.08761389492055316,-0.11610243889869365,SE,Winter,Dec,22.459743
A,13.5,39.3313,medium_h,372.28123266486955,424.45904033094956,409.26250472895754,275.4591468208353,328.28806079364944,-0.09036076268110516,-0.11817187655769668,SE,Winter,Dec,21.785915
A,24.0,40.4191,medium_h,368.61621753105806,422.9816292365626,406.372500104478,271.7885421736842,323.7930667892612,-0.09291052559834345,-0.1215984229940188,SE,Winter,Dec,20.784422
A,24.0,39.3313,medium_h,364.0496332017845,421.4513326455494,403.37730436793805,268.18499118674197,319.33077203719665,-0.09749599380108176,-0.12283726471934442,SE,Winter,Dec,19.749058
A,18.0,31.7893,medium_h,361.21742660472535,419.87177052996003,400.35472980679947,264.6123609905874,314.8289107986135,-0.09775656508656894,-0.12842269610893964,SE,Winter,Dec,18.201195
A,18.0,31.7893,medium_h,358.3852200076662,418.2429428897943,397.3047764210622,261.0706515852205,310.28748307351174,-0.09795894417375228,-0.13420680945806196,SE,Winter,Dec,17.377241
A,16.1,30.3976,medium_h,355.55301341060704,416.5648497250523,394.2274442107262,257.5598629706413,305.70648886189133,-0.09810182261041811,-0.14019435265241564,SE,Winter,Dec,16.877867
A,15.0,30.3976,medium_h,352.72080681354794,414.837491035734,391.12273317579167,254.0799951468498,301.0859281637524,-0.09818382595773034,-0.1463902260721759,SE,Winter,Dec,16.288338
A,15.4,33.7013,medium,349.88860021648867,413.0608668218393,387.99064331625846,250.63104811384594,296.4258009790948,-0.0982035102034976,-0.15279948876389382,SE,Winter,Dec,17.184206
A,16.5,33.7013,medium,347.05639361942957,411.2349770833684,384.83117463212665,247.21302187162973,291.72610730791865,-0.09815935792833652,-0.15942736491460308,SE,Winter,Dec,16.428377
A,13.9,29.672,medium,344.2241870223704,409.3598218203211,381.64432712339607,243.82591642020125,286.98684715022387,-0.0980497742048887,-0.16627925064553006,SE,Winter,Dec,15.9312525
A,13.5,29.672,medium,341.3919804253112,407.4354010326976,378.4301007900669,240.46973175956046,282.20802050601054,-0.09787308220839042,-0.17336072114397183,SE,Winter,Dec,15.166289
A,13.5,28.9291,medium,338.55977382825205,405.4617147204977,375.188495632139,237.14446788970736,277.38962737527856,-0.09762751851485418,-0.18067753815314302,SE,Winter,Dec,14.352283
A,13.5,28.9291,medium,335.72756723119284,403.4387628837215,371.91951164961256,233.83134211906977,272.49410237488377,-0.09731122806086157,-0.18834755030040318,SE,Winter,Dec,13.499715
A,13.5,23.4385,medium,332.89536063413374,401.36654552236905,368.62314884248735,230.60050867334607,267.6347866947859,-0.09692225873644222,-0.19603930140399894,SE,Winter,Dec,12.624288
A,13.5,23.4385,medium,329.1615848416126,398.8382235105996,365.29940721076355,227.47075024410822,262.8492457181291,-0.0989265836620995,-0.20145831766909228,SE,Winter,Dec,11.790759
A,9.1,16.5692,medium,323.84976384603715,396.2229974873466,361.90704866813286,224.47494277308658,258.20323132837416,-0.10515762255018712,-0.20270674814779943,SE,Winter,Dec,11.71314
A,9.0,15.8753,medium,318.53794285046183,393.52086745260993,358.4460732145954,221.61308626028116,253.6967435255209,-0.11133649758311415,-0.20355879348219663,SE,Winter,Dec,11.056076
A,11.2,18.7532,medium,313.2261218548865,390.73183340638974,354.9164808501511,218.88518070569194,249.32978230956942,-0.11746526646325739,-0.203994287471718,SE,Winter,Dec,9.992268
A,10.5,18.7532,medium,307.91430085931114,387.85589534868586,351.3182715748,216.29122610931893,245.10234768051973,-0.12354601006354893,-0.2039916723695493,SE,Winter,Dec,9.437146
A,11.6,18.0094,medium,302.6024798637359,384.8930532794984,347.651445388542,213.83122247116214,241.01443963837173,-0.12958083771076667,-0.2035278767480614,SE,Winter,Dec,8.704001
A,12.0,18.0094,medium,297.2906588681605,381.8433071988273,343.9160022913772,211.50516979122153,237.06605818312548,-0.13557189288247817,-0.2025781802708535,SE,Winter,Dec,8.109817
A,12.0,14.5453,medium,291.9788378725851,378.7066571066726,340.1119422833055,209.31306806949715,233.257203314781,-0.1415213593723993,-0.2011160637040047,SE,Winter,Dec,7.617263
A,12.0,14.5453,medium,286.6670168770098,375.4831030030343,336.2392653643271,207.25491730598893,229.5878750333383,-0.14743146798635787,-0.19911304225194648,SE,Winter,Dec,7.1361904
A,12.0,9.11529,medium,281.3551958814345,372.1726448879123,332.29797153444184,205.33071750069692,226.05807333879736,-0.15330450383964278,-0.19653848001420893,SE,Winter,Dec,6.7158213
A,12.0,9.11529,medium,276.0433748858591,368.7752827613067,328.2880607936497,203.52168596204902,222.63023284801386,-0.1591428143365523,-0.1934954680942117,SE,Winter,Dec,6.341422
A,6.3,7.8349600000000015,medium,260.7363614257408,365.08278344687284,323.7930667892615,202.05020808386584,219.7840175580999,-0.19474384052997873,-0.15706418408122336,SE,Winter,Dec,6.286497
A,6.0,7.8349600000000015,medium,256.9545591522352,361.3540382025706,319.33077203719694,200.6761752997596,217.0392103362799,-0.19533417492785787,-0.15534010740127435,SE,Winter,Dec,5.963027
A,9.0,8.67424,medium,253.1727568787296,357.5918203027097,314.8289107986138,199.39958760973025,214.3958111825539,-0.19584019067208125,-0.15316397456915143,SE,Winter,Dec,5.384295
A,9.0,8.67424,medium,249.3909546052241,353.7961297472902,310.287483073512,198.22044501377786,211.8538200969219,-0.19625841128067856,-0.15051522044062093,SE,Winter,Dec,5.0482025
A,11.0,11.0495,medium,245.60915233171843,349.9669665363121,305.7064888618916,197.13874751190238,209.41323707938383,-0.19658508641379613,-0.14737201325237503,SE,Winter,Dec,4.6031713
A,10.5,11.0495,medium,241.82735005821291,346.1043306697754,301.08592816375267,196.15449510410386,207.07406212993973,-0.19681616629160625,-0.1437111555823084,SE,Winter,Dec,4.262403
A,15.0,6.66448,medium,238.04554778470728,342.2082221476799,296.4258009790951,195.2676877903823,204.8362952485896,-0.19694727315084481,-0.1395079758691926,SE,Winter,Dec,3.8995848
A,15.0,6.66448,low,234.26374551120168,338.27864097002595,291.72610730791894,194.47832557073767,202.69993643533346,-0.19697366933315075,-0.13473620942494047,SE,Winter,Dec,1.0199597
A,10.5,5.2253300000000005,low,230.48194323769613,334.31558713681324,286.98684715022415,193.78640844517,200.66498569017128,-0.1968902215332201,-0.12936786773259112,SE,Winter,Dec,0.8938631
A,10.5,4.88318,low,226.7001409641905,330.319060648042,282.2080205060108,193.19193641367926,198.73144301310302,-0.19669136065761839,-0.12337309466210433,SE,Winter,Dec,0.6224241
A,13.5,4.88318,low,222.9183386906849,326.28906150371205,277.38962737527885,192.69490947626545,196.89930840412876,-0.19637103665343647,-0.11672000805038918,SE,Winter,Dec,0.22567153
A,13.5,4.54801,low,218.2349672217173,322.20680701225143,272.49410237488405,192.29532763292855,195.1685818632485,-0.19912040180054857,-0.10569518557048818,SE,Winter,Dec,0.007628195
A,17.9,3.00493,low,216.27178431178405,318.1289677686399,267.63478669478616,191.95535841938533,193.56623065189888,-0.19191452283658883,-0.1049862039661732,SE,Winter,Dec,-0.49591208
A,19.5,3.00493,low,214.30860140185078,314.0743264644496,262.84924571812945,191.67500183563584,192.0922547700799,-0.1846710428392555,-0.10366521215876412,SE,Winter,Dec,-1.0019072
A,18.8,2.00986,low,212.3454184919175,310.0551399982567,258.20323132837444,191.45425788168004,190.74665421779164,-0.1776035590280296,-0.10171523561714135,SE,Winter,Dec,-1.1258633
A,19.5,2.00986,low,210.38223558198428,306.0714083700614,253.6967435255212,191.29312655751787,189.52942899503407,-0.17073340138944126,-0.09911866621848897,SE,Winter,Dec,-1.3042936
A,19.4,1.43291,low,208.41905267205104,302.12313157986347,249.32978230956974,191.19160786314941,188.4405791018071,-0.16408280334005032,-0.09585723240801902,SE,Winter,Dec,-1.3439505
A,19.5,1.2598200000000002,low,206.45586976211783,298.21030962766304,245.10234768052,191.14970179857463,187.4801045381108,-0.1576748582138272,-0.09191196765619336,SE,Winter,Dec,-1.3805535
A,21.0,2.2335,low,204.49268685218456,294.33294251346007,241.014439638372,191.16740836379356,186.64800530394515,-0.15153346347623897,-0.08726317709903364,SE,Winter,Dec,-1.3565103
A,21.0,2.2335,low,202.52950394225127,290.49103023725456,237.06605818312576,191.24472755880615,185.94428139931014,-0.1456832517719434,-0.08189040223823485,SE,Winter,Dec,-1.3485436
A,21.0,1.2598200000000002,low,200.566321032318,286.6845727990465,233.25720331478132,191.3816593836124,185.3689328242058,-0.14014950800188952,-0.07577238356814342,SE,Winter,Dec,-1.3756393
A,21.0,1.2598200000000002,low,198.60313812238473,282.91357019883594,229.5878750333386,191.5782038382124,184.92195957863217,-0.13495807174684005,-0.06888702098615307,SE,Winter,Dec,-1.2955812
A,21.1,1.08366,low,196.63995521245155,279.1780224366228,226.05807333879764,191.83436092260607,184.6033616625892,-0.13013522451045834,-0.061211331831610205,SE,Winter,Dec,-1.2132702
A,21.0,1.08366,low,193.77520310705617,275.45914682083503,222.63023284801417,192.15013063679342,184.41313907607687,-0.1296096642932446,-0.04831404576470488,S,Winter,Dec,0.69578487
A,20.5,1.61208,low,192.4271944678059,271.78854217368394,219.7840175581002,192.53463085745014,184.31639860962446,-0.12447139420891917,-0.042149946012638106,S,Winter,Dec,0.90540487
A,19.5,1.61208,low,191.07918582855567,268.1849911867417,217.0392103362802,192.98786158457628,184.31314026323193,-0.11960983670877778,-0.035409642007761755,S,Winter,Dec,1.1316233
A,23.5,2.00986,low,189.73117718930536,264.6123609905871,214.3958111825542,193.50982281817176,184.40336403689926,-0.11504251812199517,-0.028080852242276633,S,Winter,Dec,1.3510721
A,24.0,2.00986,low,188.38316855005505,261.0706515852202,211.8538200969222,194.1005145582366,184.58706993062654,-0.11078701123316737,-0.02015094367849457,S,Winter,Dec,1.4806495
A,29.4,3.00493,low,187.03515991080477,257.559862970641,209.41323707938412,194.75993680477086,184.86425794441377,-0.10686085311835514,-0.011606919081023515,S,Winter,Dec,1.2553376
A,28.5,3.29181,low,185.68715127155448,254.07999514684948,207.07406212994002,195.4880895577745,185.23492807826085,-0.10328145707097369,-0.0024354037971765496,S,Winter,Dec,1.5586613
A,30.1,3.90096,low,184.33914263230417,250.63104811384562,204.8362952485899,196.28497281724745,185.69908033216782,-0.10006601901977541,0.007377368042642329,S,Winter,Dec,1.6114392
A,30.0,3.90096,low,182.99113399305395,247.21302187162942,202.69993643533374,197.1505865831899,186.25671470613472,-0.09723141895788101,0.01784556793448111,S,Winter,Dec,1.8112016
A,33.0,3.591,low,181.64312535380364,243.82591642020097,200.66498569017156,198.166224841905,186.90783120016147,-0.09479411802185478,0.028983788052001636,S,Winter,Dec,1.4436452
A,33.0,3.591,low,180.29511671455336,240.46973175956018,198.73144301310333,199.23181091551737,187.65242981424817,-0.09277005198082511,0.0408070569728356,S,Winter,Dec,1.5558425
A,30.0,3.00493,low,178.94710807530305,237.14446788970704,196.89930840412907,200.3029527972029,188.49051054839478,-0.09117452201497711,0.05333085611573973,S,Winter,Dec,2.0262868
A,30.0,3.00493,low,176.69753024059074,233.8313421190695,195.16858186324882,201.39843317853365,189.42207340260128,-0.0946415219412744,0.07201313535443798,SW,Winter,Dec,1.2336735
A,30.9,4.54801,low,177.81535523939337,230.60050867334576,193.5662306518992,202.4480978338114,190.3444861868645,-0.08137202113953179,0.07046146791205476,SW,Winter,Dec,1.4704748
A,31.5,4.54801,low,178.933180238196,227.4707502441079,192.09225477008022,203.45194676303618,191.2577489011844,-0.06850393082029582,0.06887805071469666,SW,Winter,Dec,1.4061263
A,34.2,5.57428,low,180.05100523699866,224.47494277308627,190.74665421779196,204.409979966208,192.16186154556104,-0.056072537810184286,0.06726347510596242,SW,Winter,Dec,1.6363673
A,34.5,5.57428,low,181.16883023580132,221.61308626028085,189.52942899503435,205.32219744332687,193.0568241199944,-0.044112404092411794,0.06561831783491767,SW,Winter,Dec,1.4567384
A,34.5,4.2203300000000015,low,182.28665523460387,218.88518070569162,188.4405791018074,206.18859919439274,193.9426366244844,-0.032657105473438364,0.06394314150357983,SW,Winter,Dec,1.2524633
A,34.5,4.2203300000000015,low,183.4044802334066,216.29122610931861,187.48010453811108,207.00918521940568,194.81929905903118,-0.021738969661583396,0.062238494998037686,SW,Winter,Dec,1.0644192
A,34.5,5.93015,low,184.52230523220916,213.83122247116182,186.64800530394544,207.78395551836562,195.68681142363462,-0.011388817513879657,0.060504913903908,SW,Winter,Dec,0.8867209
A,34.5,5.93015,low,185.64013023101182,211.50516979122122,185.94428139931043,208.5129100912726,196.54517371829482,-0.0016357113325009554,0.05874292090677091,SW,Winter,Dec,0.6943488
A,34.5,5.93015,low,186.75795522981443,209.31306806949684,185.36893282420613,209.1960489381266,197.39438594301168,0.007493285872911537,0.056953026178234945,SW,Winter,Dec,0.49829233
A,34.5,5.93015,low,187.87578022861706,207.25491730598864,184.92195957863248,209.81458936735552,198.23444809778528,0.01597333630205533,0.0551357277482134,SW,Winter,Dec,0.3381675
A,34.5,4.2203300000000015,low,188.9936052274197,205.33071750069664,184.6033616625895,210.45728344751785,199.06536018261556,0.023782034765187587,0.05329151186399317,SW,Winter,Dec,0.17540917
A,34.5,4.2203300000000015,low,189.20986103076027,203.52168596204874,184.4131390760772,211.14291387018568,199.88712219750258,0.02601073859875158,0.056430785946227635,SW,Winter,Dec,0.20870686
A,34.5,4.2203300000000015,low,190.10542327294763,202.05020808386553,184.31639860962477,211.85732841788305,200.75286310526846,0.03140808255256666,0.05600808040617311,SW,Winter,Dec,0.16854253
A,34.5,4.2203300000000015,low,191.00098551513503,200.67617529975928,184.3131402632322,212.60052709060997,201.66258290591318,0.036285233067763656,0.055819593611119434,SW,Winter,Dec,0.14618352
A,34.5,4.54801,low,191.89654775732237,199.39958760972993,184.40336403689957,213.37250988836647,202.6162815994368,0.04063474524750754,0.05586204633379288,SW,Winter,Dec,0.13310215
A,34.5,4.54801,low,192.79210999950973,198.22044501377755,184.58706993062685,214.17327681115248,203.61395918583924,0.04445078451034834,0.056132220277878675,SW,Winter,Dec,0.12318192
A,34.5,4.54801,low,193.6876722416971,197.1387475119021,184.86425794441405,215.00282785896806,204.65561566512054,0.04772915216491502,0.05662695666937889,SW,Winter,Dec,0.14346123
A,34.5,4.54801,low,194.5832344838844,196.15449510410357,185.23492807826116,215.86116303181316,205.7412510372807,0.050467298487430146,0.0573431548868637,SW,Winter,Dec,0.16849092
A,34.5,4.2203300000000015,low,195.4787967260718,195.26768779038198,185.69908033216814,216.74828232968778,206.87086530231977,0.05266432325033743,0.05827777112937671,SW,Winter,Dec,0.19520304
A,34.5,4.2203300000000015,low,196.37435896825912,194.47832557073738,186.256714706135,217.66418575259198,208.04445846023768,0.05432096382719487,0.05942781712079248,SW,Winter,Dec,0.21873048
A,36.0,7.43422,low,197.2699212104465,193.7864084451697,186.90783120016178,218.60887330052572,209.4246184836411,0.05543957117124676,0.06161454923595788,SW,Winter,Dec,0.632594
A,36.0,7.43422,low,198.1654834526339,193.19193641367895,187.65242981424845,219.5635622819169,210.81119201677916,0.05602407412892019,0.06381388092325313,SW,Winter,Dec,0.6726986
A,37.5,9.57225,low,199.06104569482122,192.69490947626514,188.49051054839506,220.46453575537967,212.11539504600353,0.05607993270150424,0.06557962812671958,SW,Winter,Dec,0.9646784
A,37.5,9.57225,low,199.05503874154658,192.29532763292823,189.42207340260157,221.33057641248627,213.3747929544585,0.05085450267705016,0.0719386673326301,SW,Winter,Dec,1.0527238
A,37.5,10.5384,low,199.9532620617102,191.95535841938502,190.34448618686477,222.14284612253996,214.55170948075087,0.05048097829013187,0.07300929861566985,SW,Winter,Dec,1.0830047
A,37.5,10.5384,low,200.85148538187389,191.67500183563553,191.25774890118473,222.9013448855408,215.64614462488055,0.05016129561184912,0.07365969544550754,SW,Winter,Dec,1.1071855
A,39.0,10.5384,low,201.74970870203754,191.45425788167972,192.16186154556135,223.60607270148876,216.65809838684763,0.04989464131623711,0.0738954706835695,SW,Winter,Dec,1.496025
A,39.0,10.5384,low,202.64793202220122,191.29312655751755,193.05682411999467,224.25702957038388,217.587570766652,0.0496802324700274,0.07372213767675673,SW,Winter,Dec,1.5015595
A,37.2,9.11529,low,203.54615534236495,191.1916078631491,193.94263662448472,224.8542154922261,218.43456176429376,0.049517315454851385,0.07314511245317545,SW,Winter,Dec,1.1244794
A,36.0,9.11529,low,204.44437866252864,191.14970179857434,194.81929905903147,225.39763046701546,219.19907137977282,0.049405164939951396,0.07216971585997678,SW,Winter,Dec,0.8854455
A,34.5,6.66448,low,205.3426019826923,191.16740836379324,195.68681142363494,225.88727449475195,219.88109961308928,0.04934308290278122,0.0708011756450928,SW,Winter,Dec,0.51077205
A,34.5,6.66448,low,206.24082530285597,191.24472755880583,196.54517371829513,226.28808961421944,220.48064646424302,0.04933039769502279,0.06904462848457116,SW,Winter,Dec,0.5148334
A,38.9,12.7036,low,207.13904862301962,191.38165938361212,197.394385943012,226.61635109506196,220.99771193323417,0.04936646315169724,0.06690512195716636,SW,Winter,Dec,1.4646704
A,39.0,13.2965,low,208.03727194318333,191.5782038382121,198.2344480977856,226.93141841054992,221.39473063691835,0.04945065774119217,0.0642070460209796,SW,Winter,Dec,1.479156
A,39.0,10.5384,low,208.93549526334704,191.83436092260578,199.06536018261588,227.23329156068345,221.84920671241267,0.04958238375414292,0.06180716891971327,SW,Winter,Dec,1.4641982
A,39.0,10.5384,low,208.93214938804866,192.15013063679314,199.8871221975029,227.54075323703458,222.3987055428613,0.0452506749364705,0.06445420771410948,SW,Winter,Dec,1.5016155
A,39.0,9.57225,low,210.88320505932865,192.53463085744986,200.75286310526874,227.81308674071636,222.96179373049017,0.05046175579945711,0.05727620019699242,SW,Winter,Dec,1.4550481
A,39.0,9.57225,low,212.83426073060866,192.98786158457597,201.6625829059135,228.08340499462224,223.53847127529926,0.055397871353791706,0.05029364402115344,SW,Winter,Dec,1.4326061
A,36.8,9.11529,low,214.7853164018887,193.50982281817144,202.61628159943712,228.2998123842866,224.1287381772886,0.060059511044177505,0.04350121289444786,SW,Winter,Dec,0.9080132
A,36.0,9.11529,low,216.7363720731686,194.1005145582363,203.61395918583955,228.45840374598131,224.73259443645819,0.0644475110635816,0.03689377231335267,SW,Winter,Dec,0.7754181
A,36.0,5.2253300000000005,low,218.6874277444487,194.75993680477055,204.65561566512085,228.57062510291837,225.350040052808,0.06856304447706041,0.030466371007596305,SW,Winter,Dec,0.7864913
A,36.0,5.2253300000000005,low,220.63848341572864,195.48808955777417,205.74125103728102,228.63647645509778,225.981075026338,0.07240761054645373,0.02421423283871471,SW,Winter,Dec,0.7583267
A,34.5,5.57428,low,222.58953908700872,196.28497281724717,206.87086530232008,228.65595780251957,226.62569935704826,0.07598302333060492,0.018132749124665004,SW,Winter,Dec,0.5656352
A,34.5,5.2253300000000005,low,224.54059475828865,197.15058658318958,208.04445846023796,228.62906914518365,227.28391304493877,0.07929139963708032,0.012217471364602162,SW,Winter,Dec,0.61166555
A,34.5,6.29334,low,230.39376177212873,198.16622484190472,209.4246184836414,228.47451649678678,227.79312811740283,0.10012740355129379,-0.011287778083583944,SW,Winter,Dec,0.82075435
A,34.5,6.29334,low,231.4432482479467,199.23181091551706,210.81119201677947,228.2923765352044,228.31593254704714,0.09786983335080723,-0.013512235610992018,SW,Winter,Dec,0.7938435
A,34.5,6.29334,low,230.36191839620665,200.30295279720258,212.11539504600384,228.12704126726055,228.81367646474837,0.08602168336836402,-0.006720910913736278,SW,Winter,Dec,0.6650801
A,34.5,6.29334,low,229.28058854446667,201.39843317853334,213.37479295445883,227.97851069295533,229.28635987050652,0.07454392981369007,2.5171455100059248e-05,SW,Winter,Dec,0.52793115
A,33.0,6.29334,low,228.1992586927267,202.4480978338111,214.55170948075116,227.8280021207166,229.73398276432155,0.0636096036941618,0.006725368348638572,SW,Winter,Dec,0.13421413
A,33.0,6.29334,low,227.11792884098665,203.45194676303586,215.64614462488086,227.7147844299276,230.15654514619348,0.05319726089265875,0.013379024371670267,SW,Winter,Dec,0.06397959
A,34.4,4.88318,low,226.03659898924667,204.40997996620771,216.6580983868479,227.63885762058828,230.55404701612233,0.043287099223280556,0.019985471587681047,SW,Winter,Dec,0.23771212
A,34.5,4.88318,low,224.95526913750666,205.32219744332656,217.5875707666523,227.6002216926987,230.9264883741081,0.033860842073353936,0.02654402921743282,SW,Winter,Dec,0.2769271
A,33.6,6.66448,low,223.87393928576662,206.18859919439242,218.43456176429405,227.5988766462589,231.27386922015077,0.024901634052499677,0.033054003328803816,SW,Winter,Dec,0.4168948
A,33.0,6.66448,low,222.79260943402664,207.00918521940537,219.19907137977313,227.6348224812688,231.59618955425037,0.016393947436152745,0.03951468651760037,SW,Winter,Dec,0.5239328
A,33.5,7.43422,low,221.7112795822866,207.78395551836533,219.88109961308956,227.70805919772843,231.8934493764069,0.008323498347140745,0.045925357579027715,SW,Winter,Dec,0.65818506
A,34.5,7.43422,low,220.62994973054663,208.5129100912723,220.48064646424334,227.8185867956378,232.09553276418808,0.000677171754970729,0.05196748241861204,SW,Winter,Dec,0.86083674
A,34.5,7.8349600000000015,low,219.54861987880662,209.1960489381263,220.99771193323446,227.9664052749969,232.23499025688193,-0.006557045508532755,0.05778387668789864,SW,Winter,Dec,0.9937006
A,34.5,7.8349600000000015,low,217.5657208316046,209.8145893673552,221.39473063691867,228.08729241948618,232.46810618417373,-0.01729494552240962,0.06849601718325626,SW,Winter,Dec,1.2068808
A,34.5,10.0463,low,219.8429210752102,210.45728344751754,221.84920671241298,228.12456731058862,232.61737640894648,-0.009043465455360278,0.05810719431519029,SW,Winter,Dec,1.0091301
