farm,availableMW,y,windspeed_cat,windspeed,speed_rolling_lag1,speed_rolling_lag2,speed_rolling_n1,speed_rolling_n2,change_lag,change_n,windDic_cat,season,Months,preds
A,39.0,15.2004,high,421.0347614542927,372.15573609287213,396.6497799004203,502.18336851582444,456.819263695079,0.06147736060762288,0.08499180000526163,N,Winter,Dec,18.133617
A,39.0,13.2965,high,423.95213480326896,374.25029629935926,398.7520134950669,505.711114765363,459.7300926954238,0.06319747726744418,0.0843915030850293,N,Winter,Dec,18.350554
A,39.0,13.2965,high,426.86950815224543,376.36116381912075,400.89426739294095,509.19893294672556,462.7336233837943,0.06479324568102274,0.08401657777523353,N,Winter,Dec,18.570595
A,39.0,12.1316,high,429.7868815012218,378.48833865215653,403.07654159404245,512.6468230599121,465.82985576019024,0.06626617317283778,0.08386243463986687,N,Winter,Dec,18.767649
A,39.0,11.0495,high,432.704254850198,380.6318207984668,405.2988360983713,516.0547851049226,469.0187898246118,0.06761780767901127,0.08392460801427948,N,Winter,Dec,18.964369
A,39.0,14.5453,high,435.6216281991745,382.7916102580512,407.5611509059276,519.4228190817572,472.300425577059,0.06884973514004966,0.0841987518606726,N,Winter,Dec,19.166502
A,39.0,14.5453,high,438.53900154815085,384.9677070309101,409.8634860167113,522.7509249904157,475.6747630175317,0.06996357692197641,0.0846806357890233,N,Winter,Dec,19.31526
A,39.0,14.5453,high,441.45637489712715,387.1601111170433,412.2058414307224,526.0391028308983,479.1418021460301,0.07096098727004763,0.08536614123577846,N,Winter,Dec,19.471586
A,39.0,14.5453,high,444.37374824610373,389.36882251645085,414.58821714796096,529.2873526032047,482.701542962554,0.07184365079896304,0.0862512577930763,N,Winter,Dec,19.653364
A,39.0,15.8753,high,447.2911215950799,391.5938412291328,417.01061316842697,532.4956743073352,486.35398546710354,0.07261328002321821,0.08733207968162215,N,Winter,Dec,19.82145
A,39.0,15.8753,high,450.2084949440562,393.8351672550891,419.4730294921203,535.6640679432896,490.09912965967874,0.07327161293098894,0.08860480236069157,N,Winter,Dec,20.000988
A,39.0,14.5453,high,453.1258682930326,396.0928005943197,421.97546611904113,538.7925335110682,493.93697554027943,0.07382041060463895,0.09006571926909857,N,Winter,Dec,20.181791
A,39.0,14.5453,high,455.141672446547,398.3667412468247,424.5179230491893,541.8810710106707,497.86752310890574,0.07213770664238672,0.09387373920891973,NW,Winter,Dec,34.73533
A,39.0,18.0094,high,458.01081525478605,400.65453437011007,427.08335251118507,544.9229173614532,501.83029349040567,0.07241551926983858,0.09567345742969713,NW,Winter,Dec,35.033836
A,39.0,18.0094,high,460.8799580630252,402.9561799641758,429.6717545050285,547.918072563416,505.8252866847792,0.07263266256342082,0.09752068371696865,NW,Winter,Dec,35.362164
A,39.0,21.8474,high,463.74910087126426,405.2716780290218,432.28312903071946,550.8665366165588,509.85250269202635,0.07279019172249201,0.09941453629591024,NW,Winter,Dec,35.610336
A,39.0,21.8474,high,466.6182436795034,407.6010285646482,434.91747608825796,553.768309520882,513.9119415121472,0.07288915560802245,0.10135415507913037,NW,Winter,Dec,35.849476
A,39.0,21.8474,high,469.48738648774247,409.94423157105484,437.5747956776441,556.6233912763852,518.0036031451417,0.07293059638107668,0.10333870100398523,NW,Winter,Dec,36.078045
A,39.0,17.281,high,472.35652929598155,412.30128704824193,440.2550877988778,559.4317818830685,522.1274875910098,0.07291554915946508,0.10536735539404685,NW,Winter,Dec,36.35163
A,39.0,24.2374,veryhigh,475.2256721042207,414.6721949962094,442.9583524519591,562.1934813409321,526.2835948497515,0.0728450416921782,0.10743931934370199,NW,Winter,Dec,36.422695
A,39.0,25.0355,veryhigh,478.0948149124597,417.0569554149572,445.68458963688795,564.9084896499758,530.4719249213668,0.07272009405121516,0.10955381312490808,NW,Winter,Dec,36.87986
A,39.0,25.8303,veryhigh,480.9639577206989,419.4555683044853,448.43379935366437,567.5768068101996,534.6924778058558,0.07254171834041245,0.11171007561518298,NW,Winter,Dec,37.34621
A,39.0,26.6195,veryhigh,483.8331005289379,421.8680336647938,451.20598160228843,570.1984328216037,538.9452535032184,0.07231091842086523,0.11390736374595001,NW,Winter,Dec,37.81357
A,39.0,21.0597,veryhigh,486.702243337177,424.2943514958827,454.0011363827601,572.7733676841877,543.2302520134546,0.07202868965254572,0.1161449519703901,NW,Winter,Dec,38.302097
A,39.0,21.0597,veryhigh,488.66981694995417,426.73452179775194,456.8192636950793,575.301611397952,547.5474733365644,0.0697224390172273,0.12048555966500385,NW,Winter,Dec,38.857635
A,39.0,23.4385,veryhigh,493.81203081154456,429.24105309524765,459.73009269542416,577.7375634653067,551.6921368352967,0.074134668705927,0.11721080575665654,NW,Winter,Dec,39.062294
A,39.0,25.0355,veryhigh,498.9542446731351,431.81394538836986,462.73362338379457,580.0812238862518,555.6642425096512,0.07827531750226613,0.1136577119885347,NW,Winter,Dec,39.479885
A,39.0,24.2374,veryhigh,504.0964585347257,434.45319867711856,465.8298557601906,582.3325926607873,559.4637903596282,0.08214716661319965,0.10983479627260362,NW,Winter,Dec,39.809673
A,39.0,21.0597,veryhigh,509.2386723963162,437.1588129614938,469.01878982461216,584.4916697889131,563.0907803852277,0.08575324367440396,0.10575023247056348,NW,Winter,Dec,40.092598
A,39.0,27.4006,veryhigh,514.3808862579066,439.9307882414955,472.3004255770593,586.5584552706292,566.5452125864496,0.08909680873023373,0.10141186759102894,NW,Winter,Dec,40.440384
A,39.0,28.9291,veryhigh,519.523100119497,442.76912451712377,475.67476301753203,588.5329491059359,569.8270869632937,0.09218134009003309,0.09682723796540738,NW,Winter,Dec,40.724964
A,39.0,30.3976,veryhigh,524.6653139810877,445.6738217883785,479.1418021460304,590.4151512948329,572.9364035157604,0.09501052012402567,0.09200358447254375,NW,Winter,Dec,40.918262
A,39.0,30.3976,veryhigh,529.8075278426784,448.64488005525976,482.70154296255436,592.2050618373203,575.8731622438494,0.09758822105894582,0.08694786687676093,NW,Winter,Dec,41.211494
A,39.0,28.9291,veryhigh,534.9497417042686,451.6822993177675,486.3539854671039,593.902680733398,578.6373631475607,0.09991849083027948,0.08166677733895145,NW,Winter,Dec,41.507236
A,39.0,28.9291,veryhigh,540.0919555658593,454.78607957590174,490.099129659679,595.5080079830662,581.2290062268945,0.10200553904450893,0.07616675315583166,NW,Winter,Dec,41.744617
A,39.0,29.672,veryhigh,545.2341694274498,457.95622082966247,493.9369755402797,597.0210435863247,583.6480914818508,0.1038537231011305,0.0704539887783251,NW,Winter,Dec,42.042374
A,39.0,29.672,veryhigh,549.4748140935783,461.1927230790497,497.867523108906,598.4417875431737,585.8946189124293,0.10365667288842895,0.06628111768676725,NW,Winter,Dec,42.28748
A,39.0,33.7013,veryhigh,553.1173044107845,464.45682300079756,501.83029349040595,599.7645856605893,588.0155412324945,0.10219991018011165,0.06309373534947671,NW,Winter,Dec,42.46256
A,39.0,33.7013,veryhigh,556.7597947279905,467.748520594906,505.8252866847795,600.9894379385717,590.0108584420465,0.1006958516784322,0.05972245846218294,NW,Winter,Dec,42.63349
A,39.0,34.8429,veryhigh,560.4022850451968,471.06781586137504,509.8525026920267,602.1163443771206,591.880570541085,0.09914589432486198,0.056170872846011966,NW,Winter,Dec,42.73054
A,39.0,34.8429,veryhigh,564.0447753624031,474.41470880020466,513.9119415121476,603.1453049762364,593.6246775296103,0.09755140871555423,0.052442471695978155,NW,Winter,Dec,42.754543
A,39.0,38.559,veryhigh,567.6872656796093,477.7891994113949,518.0036031451419,604.0763197359189,595.2431794076223,0.09591373927286417,0.048540658552600036,NW,Winter,Dec,42.738018
A,39.0,39.5489,veryhigh,571.3297559968155,481.19128769494586,522.1274875910101,604.9093886561681,596.736076175121,0.09423420443312547,0.04446875015984131,NW,Winter,Dec,42.732967
A,39.0,39.5489,veryhigh,574.9722463140215,484.62097365085737,526.2835948497518,605.644511736984,598.1033678321063,0.0925140968495699,0.04022997921442584,NW,Winter,Dec,42.789585
A,39.0,40.2685,veryhigh,578.6147366312277,488.0782572791295,530.4719249213671,606.2816889783666,599.3450543785783,0.09075468360931072,0.035827497011301945,NW,Winter,Dec,42.841835
A,39.0,40.8215,veryhigh,582.2572269484339,491.5631385797622,534.6924778058561,606.8209203803159,600.461135814537,0.0889572064633537,0.03126437598981546,NW,Winter,Dec,42.870914
A,39.0,39.9353,veryhigh,585.8997172656401,495.0756175527556,538.9452535032186,607.2622059428319,601.4516121399823,0.0871228820686536,0.026543612184900978,NW,Winter,Dec,42.909927
A,39.0,38.8381,veryhigh,589.5422075828462,498.61569419810957,543.2302520134549,607.6055456659146,602.3164833549143,0.0852529022412476,0.021668127587409325,NW,Winter,Dec,42.983772
A,39.0,37.9277,veryhigh,592.2831287045905,502.18336851582416,547.5474733365647,607.850939549564,603.055749459333,0.08170187526466366,0.018188295821128353,NW,Winter,Dec,42.882473
A,39.0,39.095,veryhigh,593.2839547811186,505.7111147653627,551.692136835297,608.0562015323097,603.7829900953102,0.07538954277000776,0.017696476079595014,NW,Winter,Dec,42.64098
A,39.0,39.3313,veryhigh,594.2847808576465,509.1989329467253,555.6642425096516,608.2213316141515,604.4982052628457,0.06950337162881981,0.017186077675520384,NW,Winter,Dec,42.42309
A,39.0,40.4191,veryhigh,595.2856069341744,512.6468230599118,559.4637903596285,608.3463297950894,605.2013949619395,0.06402883831234063,0.016657194315234936,NW,Winter,Dec,42.255844
A,39.0,40.4191,veryhigh,596.2864330107025,516.0547851049223,563.090780385228,608.4311960751237,605.8925591925918,0.058952577065396694,0.01610991907594994,NW,Winter,Dec,42.193386
A,39.0,40.4191,veryhigh,597.2872590872305,519.4228190817569,566.5452125864498,608.475930454254,606.5716979548024,0.05426230037393487,0.01554434441102992,NW,Winter,Dec,42.131973
A,39.0,40.4191,veryhigh,598.2880851637584,522.7509249904155,569.827086963294,608.4805329324805,607.2388112485713,0.04994672743996409,0.014960562155208246,NW,Winter,Dec,42.030415
A,39.0,40.5609,veryhigh,599.2889112402866,526.039102830898,572.9364035157606,608.4450035098033,607.8938990738988,0.04599551985668349,0.014358663529754567,NW,Winter,Dec,41.95118
A,39.0,40.8215,veryhigh,600.2897373168144,529.2873526032043,575.8731622438496,608.3693421862222,608.5369614307845,0.042399223776685924,0.013738739147588497,NW,Winter,Dec,41.875328
A,39.0,40.6948,veryhigh,601.2905633933425,532.4956743073349,578.637363147561,608.2535489617372,609.1679983192286,0.03914921795329107,0.013100879018340672,NW,Winter,Dec,41.80119
A,39.0,40.9414,veryhigh,602.2913894698705,535.6640679432893,581.2290062268949,608.0976238363484,609.787009739231,0.03623766711111709,0.0124451725533683,NW,Winter,Dec,41.734486
A,39.0,40.9414,veryhigh,603.2922155463986,538.7925335110679,583.6480914818511,607.9015668100558,610.3939956907919,0.03365748016869552,0.011771708570715411,NW,Winter,Dec,41.682766
A,39.0,40.9414,veryhigh,603.3914724274645,541.8810710106703,585.8946189124296,607.6653778828594,610.9889561739111,0.0298634821864614,0.012591301159563528,NW,Winter,Dec,41.531418
A,39.0,41.682,veryhigh,604.0194400923508,544.922917361453,588.0155412324948,607.4010962787523,611.5136300886771,0.027216795709704256,0.012407199998696328,NW,Winter,Dec,41.38863
A,39.0,41.7921,veryhigh,604.6474077572373,547.9180725634156,590.0108584420467,607.1087219977343,611.9680174350899,0.02480725414755769,0.012107237348467859,NW,Winter,Dec,41.253887
A,39.0,41.682,veryhigh,605.2753754221237,550.8665366165586,591.8805705410854,606.7882550398057,612.3521182131494,0.022630925135442626,0.011691773824584084,NW,Winter,Dec,41.127068
A,39.0,41.682,veryhigh,605.9033430870103,553.7683095208816,593.6246775296106,606.4396954049661,612.6659324228557,0.020684223588038453,0.011161168547759948,NW,Winter,Dec,41.018024
A,39.0,41.6101,veryhigh,606.5313107518969,556.623391276385,595.2431794076226,606.0630430932159,612.9094600642087,0.018963898680045332,0.01051577915145896,NW,Winter,Dec,40.920933
A,39.0,41.7921,veryhigh,607.1592784167832,559.4317818830683,596.7360761751212,605.6582981045548,613.0827011372083,0.017467022118842213,0.009755961789583267,NW,Winter,Dec,40.834934
A,39.0,41.43,veryhigh,607.7872460816697,562.1934813409317,598.1033678321065,605.2254604389831,613.1856556418549,0.016190977630946124,0.00888207114411843,NW,Winter,Dec,40.76915
A,39.0,41.43,veryhigh,608.415213746556,564.9084896499754,599.3450543785785,604.7645300965004,613.2183235781481,0.015133451593058789,0.007894460432728234,NW,Winter,Dec,40.714188
A,39.0,41.6497,veryhigh,609.0431814114426,567.5768068101993,600.4611358145372,604.2755070771071,613.1807049460881,0.014292424746630061,0.0067934814163044255,NW,Winter,Dec,40.66725
A,39.0,41.6101,veryhigh,609.671149076329,570.1984328216033,601.4516121399826,603.7583913808029,613.0727997456748,0.013666164942348624,0.005579484406469604,NW,Winter,Dec,40.65519
A,39.0,41.7444,veryhigh,610.2991167412155,572.7733676841874,602.3164833549146,603.213183007588,612.8946079769083,0.013253220867935456,0.00425281827303281,NW,Winter,Dec,40.641228
A,39.0,41.7113,veryhigh,610.02551521064,575.3016113979517,603.0557494593334,602.6398819574623,612.6461296397885,0.011557415309538799,0.004295909537888054,NW,Winter,Dec,40.5928
A,39.0,41.8693,veryhigh,610.7377300445689,577.7375634653064,603.7829900953105,602.0466357691599,612.3294129693027,0.0115186086116148,0.0026061643917392185,NW,Winter,Dec,40.5931
A,39.0,41.8693,veryhigh,611.449944878498,580.0812238862515,604.498205262846,601.4334444426809,611.9444579654509,0.01150001696469749,0.0008087548148378865,NW,Winter,Dec,40.601982
A,39.0,42.0,veryhigh,612.162159712427,582.332592660787,605.2013949619399,600.8003079780252,611.4912646282331,0.01150156759127241,-0.0010959434090290765,NW,Winter,Dec,40.61942
A,39.0,42.0,veryhigh,612.8743745463561,584.4916697889128,605.8925591925921,600.147226375193,610.9698329576493,0.011523190453218035,-0.0031075562428540815,NW,Winter,Dec,40.60328
A,39.0,41.8693,veryhigh,613.5865893802851,586.558455270629,606.5716979548027,599.4741996341842,610.3801629536994,0.011564818222041584,-0.005225711386267706,NW,Winter,Dec,40.54952
A,39.0,41.8693,veryhigh,614.298804214214,588.5329491059356,607.2388112485717,598.7812277549987,609.7222546163835,0.011626386250124465,-0.007450038265473524,NW,Winter,Dec,40.56598
A,39.0,41.7113,veryhigh,615.011019048143,590.4151512948325,607.893899073899,598.0683107376365,608.9961079457015,0.011707832542959595,-0.009780168023250768,NW,Winter,Dec,40.59002
A,39.0,41.7113,veryhigh,615.723233882072,592.2050618373199,608.5369614307848,597.3354485820977,608.2017229416537,0.011809097732356166,-0.012215733509024829,NW,Winter,Dec,40.62326
A,39.0,41.7113,veryhigh,616.4354487160011,593.9026807333977,609.1679983192289,596.5826412883822,607.3390996042397,0.011930125050600315,-0.014756369269010472,NW,Winter,Dec,40.67433
A,39.0,41.5607,veryhigh,617.1476635499301,595.5080079830659,609.7870097392314,595.80988885649,606.4082379334598,0.012070860305545716,-0.01740171153641823,NW,Winter,Dec,40.735687
A,39.0,41.7113,veryhigh,617.859878383859,597.0210435863245,610.3939956907922,595.0171912864213,605.4091379293138,0.012231251856626768,-0.02015139822173384,NW,Winter,Dec,40.807133
A,39.0,41.7113,veryhigh,617.670524022326,598.4417875431734,610.9889561739114,594.2045485781758,604.3417995918019,0.01093566058911355,-0.021579019739725203,NW,Winter,Dec,40.864727
A,39.0,41.682,veryhigh,616.6116140467344,599.764585660589,611.5136300886775,593.425717714796,603.2885624688216,0.00833666447846415,-0.02160687744831058,NW,Winter,Dec,40.87852
A,39.0,41.7113,veryhigh,615.5527040711429,600.9894379385713,611.9680174350902,592.6806986962814,602.2494265603731,0.005857637219469414,-0.0216119227854652,NW,Winter,Dec,40.886856
A,39.0,41.6497,veryhigh,614.4937940955513,602.1163443771203,612.3521182131498,591.9694915226322,601.2243918664561,0.003497458110622631,-0.02159403781876401,NW,Winter,Dec,40.896667
A,39.0,41.5607,veryhigh,613.4348841199596,603.1453049762362,612.6659324228559,591.2920961938485,600.213458387071,0.0012550913253210894,-0.021553103801483675,NW,Winter,Dec,40.906227
A,39.0,41.682,veryhigh,612.375974144368,604.0763197359187,612.9094600642089,590.6485127099301,599.2166261222176,-0.0008704155419383408,-0.02148900116556185,NW,Winter,Dec,41.00356
A,39.0,41.682,veryhigh,611.3170641687763,604.9093886561678,613.0827011372087,590.0387410708771,598.2338950718957,-0.002879932780940231,-0.021401609514483333,NW,Winter,Dec,41.093216
A,39.0,41.6497,veryhigh,610.2581541931847,605.6445117369836,613.1856556418552,589.4627812766896,597.2652652361056,-0.004774249726383517,-0.021290807616093033,NW,Winter,Dec,41.17761
A,39.0,41.5007,veryhigh,609.1992442175931,606.2816889783663,613.2183235781484,588.9206333273675,596.3107366148473,-0.006554075776966206,-0.021156473395331887,NW,Winter,Dec,41.2568
A,39.0,41.682,veryhigh,608.1403342420016,606.8209203803157,613.1807049460884,588.4122972229106,595.3703092081206,-0.008220041275646461,-0.02099848392690118,NW,Winter,Dec,41.330833
A,39.0,41.2591,veryhigh,607.0814242664098,607.2622059428317,613.0727997456751,587.9377729633193,594.4439830159256,-0.009772698253373235,-0.020816715427844246,NW,Winter,Dec,41.3997
A,39.0,41.7921,veryhigh,606.0225142908182,607.6055456659143,612.8946079769086,587.4970605485933,593.5317580382623,-0.011212521038118317,-0.02061104325005625,NW,Winter,Dec,41.45837
A,39.0,41.8693,veryhigh,604.0620351197646,607.8509395495638,612.6461296397888,587.0901599787327,592.6336342751307,-0.014011505344971864,-0.018919250309064717,NW,Winter,Dec,41.472534
A,39.0,42.0,veryhigh,603.1365299529092,608.0562015323094,612.329412969303,586.7244397630021,591.7638585690117,-0.0150129698519883,-0.01885588224076795,NW,Winter,Dec,41.512905
A,39.0,41.7113,veryhigh,602.2110247860539,608.2213316141512,611.9444579654512,586.3998999014016,590.9224309199057,-0.015905746106040897,-0.0187452461039862,NW,Winter,Dec,41.550297
A,37.5,42.0,veryhigh,601.2855196191988,608.3463297950892,611.4912646282334,586.1165403939311,590.1093513278122,-0.016689927721599274,-0.018587123632154978,NW,Winter,Dec,42.061214
A,37.5,42.0,veryhigh,600.3600144523434,608.4311960751234,610.9698329576496,585.8743612405907,589.3246197927315,-0.017365535797315923,-0.018381295212804183,NW,Winter,Dec,42.088978
A,39.0,42.0,veryhigh,599.434509285488,608.4759304542537,610.3801629536996,585.6733624413803,588.5682363146635,-0.01793251867040413,-0.018127539877169974,NW,Winter,Dec,41.63547
A,39.0,42.0,veryhigh,598.5090041186327,608.4805329324803,609.7222546163838,585.5135439963,587.8402008936084,-0.018390751547696316,-0.0178256352897066,NW,Winter,Dec,41.641636
A,39.0,42.0,veryhigh,597.5834989517772,608.445003509803,608.9961079457019,585.3949059053497,587.140513529566,-0.018740036011760886,-0.017475357737503305,NW,Winter,Dec,41.63664
A,39.0,42.0,veryhigh,596.6579937849219,608.3693421862218,608.2017229416539,585.3174481685295,586.4691742225363,-0.018980099400079053,-0.017076482119601777,NW,Winter,Dec,41.620426
A,39.0,41.8693,veryhigh,595.7324886180668,608.2535489617369,607.33909960424,585.2811707858394,585.8261829725193,-0.019110594054847496,-0.01662878193621331,NW,Winter,Dec,41.589874
A,39.0,41.7113,veryhigh,594.8069834512114,608.0976238363481,606.4082379334601,585.2860737572794,585.2115397795151,-0.019131096440549444,-0.01613202927783608,NW,Winter,Dec,41.547707
A,40.5,42.0,veryhigh,593.881478284356,607.9015668100554,605.4091379293142,585.3321570828494,584.6252446435236,-0.01904110612599319,-0.015585994814272475,NW,Winter,Dec,41.15169
A,40.5,42.0,veryhigh,592.0544039220387,607.6653778828592,604.3417995918022,585.4194207625494,584.0672975645449,-0.0203318646468984,-0.013490493955595206,NW,Winter,Dec,41.18545
A,40.5,42.0,veryhigh,591.3339230952078,607.401096278752,603.2885624688219,585.5165688544729,583.5628729607652,-0.019815789851364785,-0.013141559837742345,NW,Winter,Dec,41.11419
A,40.5,42.0,veryhigh,590.6134422683768,607.108721997734,602.2494265603733,585.6236013586198,583.1119708321845,-0.019320872347613594,-0.012701152563309948,NW,Winter,Dec,41.044712
A,40.5,42.0,veryhigh,589.8929614415462,606.7882550398053,601.2243918664565,585.74051827499,582.7145911788031,-0.018847256661914114,-0.012168936963073751,NW,Winter,Dec,40.981834
A,40.5,42.0,veryhigh,589.1724806147151,606.4396954049658,600.2134583870713,585.8673196035837,582.3707340006206,-0.018395085311859183,-0.011544576228336267,NW,Winter,Dec,40.920822
A,40.5,42.0,veryhigh,588.4519997878843,606.0630430932156,599.2166261222179,586.0040053444008,582.0803992976372,-0.017964498755643654,-0.010827731900892257,NW,Winter,Dec,40.86262
A,40.5,42.0,veryhigh,587.7315189610534,605.6582981045545,598.2338950718961,586.1505754974412,581.843587069853,-0.017555635341558906,-0.010018063862915927,NW,Winter,Dec,40.80467
A,40.5,42.0,veryhigh,587.0110381342224,605.2254604389827,597.265265236106,586.307030062705,581.6602973172679,-0.017168631257720834,-0.009115230326777968,NW,Winter,Dec,40.746975
A,40.5,42.0,veryhigh,586.2905573073917,604.7645300965002,596.3107366148475,586.4733690401923,581.5305300398819,-0.016803620482063852,-0.008118887824785759,NW,Winter,Dec,40.688972
A,40.5,42.0,veryhigh,585.5700764805609,604.2755070771068,595.3703092081208,586.6495924299029,581.454285237695,-0.016460734732631876,-0.007028691198845083,NW,Winter,Dec,40.625618
A,40.5,42.0,veryhigh,584.8495956537299,603.7583913808027,594.4439830159259,586.835700231837,581.4315629107072,-0.016140103418186946,-0.005844293590050564,NW,Winter,Dec,40.56679
A,39.3,42.0,veryhigh,584.129114826899,603.2131830075876,593.5317580382626,587.0316924459945,581.4623630589184,-0.01584185358916801,-0.004565346428196504,NW,Winter,Dec,40.471123
A,39.0,41.7113,veryhigh,582.5070648046062,602.639881957462,592.6336342751309,587.2375690723753,581.5466856823288,-0.01708740254493124,-0.0016486995271028926,NW,Winter,Dec,40.36578
A,40.5,41.8693,veryhigh,582.2619130060565,602.0466357691596,591.7638585690121,587.4636839225651,581.6850209569866,-0.016056988654111093,-0.0009907775799580243,NW,Winter,Dec,40.391
A,40.5,41.7113,veryhigh,582.016761207507,601.4334444426805,590.9224309199059,587.7100369965636,581.8773688828917,-0.015070793130217086,-0.00023949881499307768,NW,Winter,Dec,40.312744
A,40.5,42.0,veryhigh,581.7716094089573,600.8003079780249,590.1093513278125,587.9766282943709,582.1237294600442,-0.014129147250580565,0.0006052547862289703,NW,Winter,Dec,40.23079
A,40.5,42.0,veryhigh,581.5264576104076,600.1472263751926,589.3246197927318,588.2634578159871,582.424102688444,-0.013232371294901624,0.0015436014411536192,NW,Winter,Dec,40.148262
A,40.5,41.8693,veryhigh,581.2813058118578,599.4741996341838,588.5682363146639,588.5705255614121,582.7784885680913,-0.012380774315028265,0.0025756595666575066,NW,Winter,Dec,40.063004
A,40.5,42.0,veryhigh,581.0361540133083,598.7812277549983,587.8402008936088,588.8978315306459,583.186887098986,-0.01157465391097312,0.0037015477794664076,NW,Winter,Dec,39.958633
A,40.5,42.0,veryhigh,580.7910022147587,598.0683107376361,587.1405135295663,589.2453757236885,583.6492982811279,-0.010814296013466729,0.0049213848965798945,NW,Winter,Dec,39.850075
A,40.5,42.0,veryhigh,580.5458504162091,597.3354485820973,586.4691742225366,589.61315814054,584.1657221145173,-0.010099974673314915,0.006235289935692556,NW,Winter,Dec,39.737312
A,40.5,42.0,veryhigh,580.3006986176595,596.5826412883819,585.8261829725196,590.0011787812003,584.736158599154,-0.009431951857842069,0.007643382115617436,NW,Winter,Dec,39.620377
A,40.5,42.0,veryhigh,580.0555468191098,595.8098888564897,585.2115397795154,590.4094376456694,585.3606077350381,-0.008810477254683202,0.009145780856712804,NW,Winter,Dec,39.521187
A,39.7,42.0,veryhigh,579.8103950205603,595.0171912864209,584.6252446435238,590.8379347339473,586.0390695221696,-0.008235788083183704,0.010742605781306036,NW,Winter,Dec,39.12569
A,40.5,41.7921,veryhigh,578.6636740265486,594.2045485781756,584.0672975645451,591.2866700460341,586.7715439605485,-0.009251713904422698,0.014011368430270288,NW,Winter,Dec,39.33192
A,40.5,41.7444,veryhigh,579.2277326044958,593.4257177147956,583.5628729607655,591.7476177211661,587.470264748175,-0.007428745996596597,0.014230209777105651,NW,Winter,Dec,39.39065
A,40.5,41.7113,veryhigh,579.7917911824431,592.6806986962811,583.1119708321849,592.2207777593433,588.1352318850494,-0.005693897254421487,0.014390408469892924,NW,Winter,Dec,39.441807
A,40.5,41.7921,veryhigh,580.3558497603906,591.969491522632,582.7145911788033,592.7061501605657,588.7664453711714,-0.0040478502754515144,0.014492135496270375,NW,Winter,Dec,39.492577
A,40.5,41.7921,veryhigh,580.9199083383379,591.2920961938481,582.3707340006209,593.2037349248333,589.3639052065411,-0.002491240678109796,0.014535561179778389,NW,Winter,Dec,39.542942
A,40.5,41.8693,veryhigh,581.4839669162853,590.6485127099298,582.0803992976375,593.7135320521461,589.9276113911585,-0.0010246563568742095,0.014520855183078218,NW,Winter,Dec,39.592907
A,40.5,41.8693,veryhigh,582.0480254942325,590.0387410708769,581.8435870698534,594.2355415425042,590.4575639250237,0.00035136319953044115,0.014448186511156758,NW,Winter,Dec,39.642467
A,40.5,42.0,veryhigh,582.61208407218,589.4627812766893,581.6602973172683,594.7697633959074,590.9537628081365,0.001636327525364134,0.014317723514507552,NW,Winter,Dec,39.68343
A,40.5,41.7921,veryhigh,583.1761426501273,588.9206333273671,581.5305300398823,595.3161976123558,591.416208040497,0.0028297957290948084,0.014129633892299598,NW,Winter,Dec,39.726208
A,40.5,42.0,veryhigh,583.7402012280746,588.4122972229103,581.4542852376953,595.8748441918495,591.8448996221053,0.003931376977374557,0.013884084695520382,NW,Winter,Dec,39.76155
A,40.5,42.0,veryhigh,584.3042598060221,587.9377729633189,581.4315629107075,596.4457031343884,592.2398375529613,0.0049407309106741515,0.013581242330106713,NW,Winter,Dec,39.79554
A,40.5,42.0,veryhigh,584.8683183839694,587.4970605485929,581.4623630589188,597.0287744399725,592.6010218330649,0.005857567989667967,0.01322127256005512,NW,Winter,Dec,39.83014
A,40.5,42.0,veryhigh,584.5308077664547,587.0901599787323,581.5466856823291,597.6240581086018,592.9284524624164,0.005131354296386892,0.014366470653702335,NW,Winter,Dec,39.799637
A,40.5,42.0,veryhigh,585.581959597842,586.7244397630018,581.6850209569869,598.2105488142012,593.2423468881381,0.00669939658140728,0.013081665452188806,NW,Winter,Dec,39.864853
A,40.5,42.0,veryhigh,586.6331114292293,586.3998999014012,581.877368882892,598.7882465567703,593.5427051102299,0.00817310107019198,0.011778390183545095,NW,Winter,Dec,39.92711
A,40.5,42.0,veryhigh,587.684263260617,586.1165403939308,582.1237294600445,599.3571513363096,593.8295271286921,0.00955215106199181,0.010456743956320569,NW,Winter,Dec,39.988728
A,40.5,42.0,veryhigh,588.7354150920042,585.8743612405904,582.4241026884443,599.9172631528187,594.1028129435247,0.010836283001385283,0.009116825171255671,NW,Winter,Dec,40.04971
A,40.5,42.0,veryhigh,589.7865669233915,585.6733624413799,582.7784885680916,600.4685820062978,594.3625625547274,0.012025286610216401,0.007758731527587104,NW,Winter,Dec,40.10448
A,40.5,42.0,veryhigh,590.837718754779,585.5135439962996,583.1868870989862,601.0111078967468,594.6087759623005,0.013119004945140622,0.006382560029290607,NW,Winter,Dec,40.117085
A,40.5,42.0,veryhigh,591.8888705861663,585.3949059053493,583.6492982811282,601.5448408241658,594.8414531662437,0.014117334380944202,0.004988406991254024,NW,Winter,Dec,40.121826
A,40.5,42.0,veryhigh,592.9400224175537,585.3174481685292,584.1657221145175,602.0697807885546,595.0605941665573,0.015020224519979752,0.003576368045384415,NW,Winter,Dec,40.11286
A,40.5,42.0,veryhigh,593.991174248941,585.2811707858391,584.7361585991542,602.5859277899134,595.2661989632412,0.015827678028256242,0.0021465381466523326,NW,Winter,Dec,40.10602
