timeStamp,availableMW,windSpeed,windPower,Time,windSpeed (m/s),windDic (degree),farm,var
2018-05-02 13:20:00,34.5,6.0,7.04444,,4.145756666666667,240.86583333333334,A,1
2018-05-02 16:45:00,42.0,6.0,7.04444,,6.4751178125,262.477625,A,1
2018-05-02 16:50:00,42.0,6.0,7.04444,,6.541380625,262.89658333333335,A,1
2018-05-03 01:30:00,37.5,6.0,7.04444,,4.6974014375,280.3778125,A,1
2018-05-03 04:30:00,39.0,6.0,7.04444,,4.16883725,283.24744999999996,A,1
2018-05-03 15:05:00,39.0,6.0,7.04444,,3.3539328125,117.78846979166666,A,1
2018-05-03 15:10:00,39.0,6.0,7.04444,,3.403553125,118.37967708333332,A,1
2018-05-06 06:05:00,40.5,6.0,7.04444,,5.393913113833333,272.57227892500003,A,1
2018-05-06 06:10:00,40.5,6.0,7.04444,,5.315680671666667,272.83444675000004,A,1
2018-05-07 00:10:00,42.0,6.0,7.04444,,6.487405833333334,42.06684385,A,1
2018-05-07 00:15:00,42.0,6.0,7.04444,,6.55852875,38.646794665,A,1
2018-05-07 00:20:00,42.0,6.0,7.04444,,6.629651666666667,35.22674548,A,1
2018-05-07 01:50:00,42.0,6.0,7.04444,,7.207580833333333,81.83681804166666,A,1
2018-05-07 11:05:00,42.0,6.0,7.04444,,5.503604166666666,351.6854047750001,A,1
2018-05-07 11:10:00,42.0,6.0,7.04444,,5.489988333333334,351.56509525000007,A,1
2018-05-07 12:55:00,40.5,6.0,7.04444,,5.256182083333333,350.065,A,1
2018-05-07 13:45:00,40.5,6.0,7.04444,,5.23844624975,348.40137497500007,A,1
2018-05-07 13:50:00,40.5,6.0,7.04444,,5.237461944166666,348.21952775000005,A,1
2018-05-07 13:55:00,40.5,6.0,7.04444,,5.236477638583334,348.0376805250001,A,1
2018-05-07 14:00:00,40.5,6.0,7.04444,2018-05-07 14:00:00,5.235493333,347.8558333000001,A,1
2018-05-07 15:25:00,40.5,6.0,7.04444,,4.77198319425,335.59018054166665,A,1
2018-05-07 15:30:00,40.5,6.0,7.04444,,4.7597241665,334.74441665,A,1
2018-05-07 17:15:00,40.5,6.0,7.04444,,4.525944582999999,322.389916675,A,1
2018-05-08 11:25:00,30.0,6.0,7.04444,,4.857935833333333,192.43938887500002,A,1
2018-05-08 11:30:00,30.0,6.0,7.04444,,4.824095,192.38066665000002,A,1
2018-05-08 14:45:00,41.0,6.0,7.04444,,5.9864475,224.188875,A,1
2018-05-08 14:50:00,40.5,6.0,7.04444,,6.037538333333333,225.19858333333332,A,1
2018-05-09 03:45:00,31.5,6.0,7.04444,,6.684446136363635,280.13792045454545,A,1
2018-05-09 03:50:00,31.5,6.0,7.04444,,6.688334494949493,280.1743409090909,A,1
2018-05-09 04:25:00,33.0,6.0,7.04444,,6.715553005050504,280.4292840909091,A,1
2018-05-09 04:30:00,33.0,6.0,7.04444,,6.719441363636363,280.46570454545457,A,1
2018-05-09 10:35:00,34.5,6.0,7.04444,,7.003291540404039,283.12439772727276,A,1
2018-05-10 12:25:00,31.5,6.0,7.04444,,8.208682702020202,294.41473863636367,A,1
2018-05-10 12:40:00,39.0,6.0,7.04444,,8.220347777777777,294.524,A,1
2018-05-10 13:35:00,40.5,6.0,7.04444,,8.263119722222221,294.924625,A,1
2018-05-10 22:45:00,40.8,6.0,7.04444,,8.690839166666667,298.930875,A,1
2018-05-10 22:50:00,40.5,6.0,7.04444,,8.694727525252524,298.9672954545455,A,1
2018-05-12 04:50:00,40.5,6.0,7.04444,,5.46185,326.93275,A,1
2018-05-12 10:45:00,40.5,6.0,7.04444,,3.0213783330000004,270.75283335,A,1
2018-05-12 10:50:00,40.5,6.0,7.04444,,2.8980666663333334,269.72344446666665,A,1
2018-05-12 10:55:00,40.5,6.0,7.04444,,2.7747549996666665,268.69405558333335,A,1
2018-05-12 11:00:00,40.5,6.0,7.04444,2018-05-12 11:00:00,2.651443333,267.6646667,A,1
2018-05-13 09:55:00,42.0,6.0,7.04444,,4.2468896425,322.72089288333336,A,1
2018-05-13 10:00:00,42.0,6.0,7.04444,2018-05-13 10:00:00,4.212758571,323.20342860000005,A,1
2018-05-13 22:55:00,35.2,6.0,7.04444,,6.532725624999999,204.35225,A,1
2018-05-13 23:00:00,34.5,6.0,7.04444,2018-05-13 23:00:00,6.65420375,203.43725,A,1
2018-05-14 13:05:00,40.5,6.0,7.04444,,5.839280416666667,189.91136458333332,A,1
2018-05-14 13:10:00,40.5,6.0,7.04444,,5.870434583333333,190.30210416666665,A,1
2018-05-14 16:15:00,38.2,6.0,7.04444,,7.191539375,204.73653124999998,A,1
2018-05-14 16:20:00,37.5,6.0,7.04444,,7.217602083333333,205.02112499999998,A,1
2018-05-14 16:45:00,38.9,6.0,7.04444,,7.347915625000001,206.44409375,A,1
2018-05-14 16:50:00,39.0,6.0,7.04444,,7.3739783333333335,206.7286875,A,1
2018-05-14 21:50:00,39.0,6.0,7.04444,,6.881412083333333,241.1643125,A,1
2018-05-15 08:05:00,34.2,6.0,7.04444,,6.0176429166666665,170.88895833333333,A,1
2018-05-15 08:10:00,34.5,6.0,7.04444,,6.047158333333334,170.90591666666668,A,1
2018-05-15 08:15:00,38.9,6.0,7.04444,,6.07667375,170.922875,A,1
2018-05-15 08:20:00,39.0,6.0,7.04444,,6.106189166666667,170.93983333333335,A,1
2018-05-15 08:35:00,36.0,6.0,7.04444,,6.194735416666667,170.99070833333334,A,1
2018-05-15 08:40:00,36.0,6.0,7.04444,,6.2242508333333335,171.00766666666667,A,1
2018-05-15 13:25:00,40.5,6.0,7.04444,,4.925048020833334,183.21269791666666,A,1
2018-05-15 13:30:00,40.5,6.0,7.04444,,4.909261875,184.26331249999998,A,1
2018-05-16 05:35:00,42.0,6.0,7.04444,,8.24398768525,326.97767803333335,A,1
2018-05-16 05:40:00,42.0,6.0,7.04444,,8.243465925999999,323.6609534666667,A,1
2018-05-16 20:40:00,33.0,6.0,7.04444,,6.062482916666666,198.50754166666667,A,1
2018-05-16 21:45:00,40.7,6.0,7.04444,,6.576072187499999,196.97775,A,1
2018-05-17 11:55:00,38.0,6.0,7.04444,,5.015422511166666,292.32109263333336,A,1
