timeStamp,windDic (degree),windSpeed_5min,availableMW,farm,prediction
1/2/2019 8:30,,5.273461475,99,B,12.58880234
1/2/2019 8:35,,5.230632377,99,B,12.41793156
1/2/2019 8:40,,5.187803279,99,B,12.25975323
1/2/2019 8:45,,5.144974181,99,B,12.15049267
1/2/2019 8:50,,5.102145084,99,B,12.11743641
1/2/2019 8:55,,5.059315986,99,B,12.10151005
1/2/2019 9:00,3.491845,5.001250575,99,B,12.14047527
1/2/2019 9:05,,4.983068805,99,B,12.00058937
1/2/2019 9:10,,4.964887035,99,B,11.85351563
1/2/2019 9:15,,4.946705265,99,B,11.65459347
1/2/2019 9:20,,4.928523495,99,B,11.44692516
1/2/2019 9:25,,4.910341726,99,B,11.2414732
1/2/2019 9:30,,4.892159956,99,B,11.0149107
1/2/2019 9:35,,4.873978186,99,B,10.81590366
1/2/2019 9:40,,4.855796416,99,B,10.64228344
1/2/2019 9:45,,4.837614646,99,B,10.47040844
1/2/2019 9:50,,4.819432876,99,B,10.28891468
1/2/2019 9:55,,4.801251106,99,B,10.10877609
1/2/2019 10:00,15.8182,4.767833023,99,B,9.959378242
1/2/2019 10:05,,4.777741355,99,B,9.558121681
1/2/2019 10:10,,4.787649687,99,B,9.404538155
1/2/2019 10:15,,4.797558018,99,B,9.272148132
1/2/2019 10:20,,4.80746635,99,B,9.200623512
1/2/2019 10:25,,4.817374681,99,B,9.112994194
1/2/2019 10:30,,4.827283013,99,B,9.043492317
1/2/2019 10:35,,4.837191344,99,B,8.960435867
1/2/2019 10:40,,4.847099676,99,B,8.879673958
1/2/2019 10:45,,4.857008007,99,B,8.786754608
1/2/2019 10:50,,4.866916339,99,B,8.713742256
1/2/2019 10:55,,4.876824671,99,B,8.664290428
1/2/2019 11:00,29.3933,4.871496689,99,B,8.620992661
1/2/2019 11:05,,4.839935683,99,B,8.581604958
1/2/2019 11:10,,4.808374676,99,B,8.553711891
1/2/2019 11:15,,4.776813669,99,B,8.524363518
1/2/2019 11:20,,4.745252663,99,B,8.491509438
1/2/2019 11:25,,4.713691656,99,B,8.472950935
1/2/2019 11:30,,4.68213065,99,B,8.456686974
1/2/2019 11:35,,4.650569643,99,B,8.436104774
1/2/2019 11:40,,4.619008636,99,B,8.411355019
1/2/2019 11:45,,4.58744763,99,B,8.364815712
1/2/2019 11:50,,4.555886623,99,B,8.323833466
1/2/2019 11:55,,4.524325616,99,B,8.285078049
1/2/2019 12:00,34.5736,4.477528297,99,B,8.262438774
1/2/2019 12:05,,4.432518992,99,B,8.235521317
1/2/2019 12:10,,4.387509687,99,B,8.200655937
1/2/2019 12:15,,4.342500382,99,B,8.161546707
1/2/2019 12:20,,4.297491078,99,B,8.127493858
1/2/2019 12:25,,4.252481773,99,B,8.088274002
