farm,availableMW,y,windspeed,speed_rolling_lag1,speed_rolling_lag2,speed_rolling_n1,speed_rolling_n2,windDic_cat,season,Months,windspeed_cat,preds
A,15.9,39.9353,35.22078919664555,37.12765591947426,36.85990728917108,27.601607361078567,31.73813273147141,SE,Winter,Dec,low,41.52841
A,18.0,39.7497,35.03679079785496,37.05816955717825,36.794185710384596,27.256279248937684,31.46160120467266,SE,Winter,Dec,low,42.282074
A,17.3,39.7497,34.852792399064384,36.98554286718449,36.722445187058696,26.911324633649475,31.182753634660276,SE,Winter,Dec,low,41.287426
A,15.0,39.7497,34.59252800831162,36.90977584949298,36.57585464187302,26.56833239004649,30.90159002143425,SE,Winter,Dec,low,39.023155
A,8.7,37.9277,34.28249521643783,36.82953511544015,36.42036571756429,26.228339359818737,30.61462193218794,SE,Winter,Dec,low,33.80698
A,9.0,37.9277,33.97246242456404,36.744820665026,36.2559784141325,25.891345542966224,30.32184936692134,SE,Winter,Dec,low,33.10143
A,4.9,35.8697,33.66242963269025,36.65563249825052,36.08269273157765,25.55735093948896,30.02327232563445,SE,Winter,Dec,low,29.250862
A,4.5,35.8697,33.35239684081645,36.561970615113715,35.90050866989974,25.226355549386934,29.718890808327277,SE,Winter,Dec,low,28.10943
A,2.9,30.3976,33.04236404894266,36.46383501561558,35.70942622909878,24.89835937266015,29.40870481499982,SE,Winter,Dec,low,26.192911
A,1.5,29.672,32.73233125706888,36.361225699756126,35.50944540917476,24.5733624093086,29.09271434565207,SE,Winter,Dec,low,24.528135
A,4.9,31.104,32.42229846519506,36.254142667535355,35.30056621012768,24.251364659332292,28.770919400284033,SE,Winter,Dec,low,25.784985
A,6.0,31.7893,32.112265673321275,36.14258591895325,35.08278863195754,23.932366122731228,28.443319978895712,SE,Winter,Dec,low,25.583418
A,11.8,38.8381,31.80223288144748,36.026555454009824,34.856112674664345,23.616366799505403,28.1099160814871,SE,Winter,Dec,low,28.55804
A,13.5,39.3313,31.49220008957369,35.90605127270508,34.62053833824809,23.301777814822273,27.7707077080582,SE,Winter,Dec,low,28.752527
A,24.0,40.4191,31.182167297699895,35.781073375039,34.376065622708786,22.991272192042572,27.39046492876382,SE,Winter,Dec,low,31.889248
A,24.0,39.3313,30.795868513863926,35.651621761011604,34.12269452804642,22.686438805998836,27.012988260964192,SE,Winter,Dec,low,30.757532
A,18.0,31.7893,30.556285077946033,35.51800265310768,33.867007390170414,22.384221086942784,26.632164565162736,SE,Winter,Dec,low,28.058676
A,18.0,31.7893,30.316701642028143,35.38021605132724,33.60900420908077,22.084619034874407,26.24799384135945,SE,Winter,Dec,low,27.126867
A,16.1,30.3976,30.07711820611025,35.238261955670275,33.34868498477749,21.787632649793707,25.860476089554336,SE,Winter,Dec,low,25.252361
A,15.0,30.3976,29.83753477019236,35.09214036613678,33.08604971726057,21.493261931700687,25.46961130974739,SE,Winter,Dec,low,23.837639
A,15.4,33.7013,29.597951334274462,34.94185128272677,32.82109840653002,21.201506880595346,25.07539950193861,SE,Winter,Dec,low,23.146584
A,16.5,33.7013,29.358367898356573,34.78739470544024,32.55383105258582,20.912367496477682,24.677840666128002,SE,Winter,Dec,low,22.821745
A,13.9,29.672,29.11878446243868,34.62877063427718,32.28424765542799,20.625843779347694,24.276934802315562,SE,Winter,Dec,low,20.833006
A,13.5,29.672,28.879201026520786,34.46597906923761,32.01234821505652,20.341935729205385,23.872681910501296,SE,Winter,Dec,low,19.883179
A,13.5,28.9291,28.639617590602896,34.29902001032151,31.73813273147141,20.060643346050757,23.465081990685196,SE,Winter,Dec,low,19.112492
A,13.5,28.9291,28.400034154685,34.12789345752889,31.46160120467266,19.78037775505126,23.050957293202178,SE,Winter,Dec,low,18.362787
A,13.5,23.4385,28.16045071876711,33.952599410859754,31.182753634660276,19.507073477528326,22.639895632638144,SE,Winter,Dec,low,17.639677
A,13.5,23.4385,27.84460129088705,33.7387223316539,30.90159002143425,19.2423193883145,22.23507475865819,SE,Winter,Dec,low,16.8414
A,9.1,16.5692,27.395261074526353,33.51749382487638,30.61462193218794,18.988896545503128,21.842056787449,SE,Winter,Dec,low,14.379487
A,9.0,15.8753,26.94592085816566,33.28891389052719,30.32184936692134,18.74680494909421,21.460841719010585,SE,Winter,Dec,low,13.582962
A,11.2,18.7532,26.496580641804975,33.05298252860632,30.02327232563445,18.516044599087746,21.09142955334293,SE,Winter,Dec,low,13.57398
A,10.5,18.7532,26.047240425444283,32.80969973911378,29.718890808327277,18.29661549548373,20.73382029044605,SE,Winter,Dec,low,12.602917
A,11.6,18.0094,25.597900209083594,32.559065522049565,29.40870481499982,18.088517638282177,20.38801393031994,SE,Winter,Dec,low,12.197535
A,12.0,18.0094,25.148559992722905,32.30107987741368,29.09271434565207,17.891751027483075,20.054010472964595,SE,Winter,Dec,low,11.62443
A,12.0,14.5453,24.699219776362206,32.03574280520612,28.770919400284033,17.70631566308643,19.73180991838002,SE,Winter,Dec,low,11.001273
A,12.0,14.5453,24.24987956000152,31.76305430542689,28.443319978895712,17.532211545092235,19.42141226656621,SE,Winter,Dec,low,10.453212
A,12.0,9.11529,23.800539343640832,31.48301437807599,28.1099160814871,17.369438673500493,19.12281751752317,SE,Winter,Dec,low,9.950361
A,12.0,9.11529,23.35119912728014,31.195623023153413,27.7707077080582,17.216408173478666,18.83284792158581,SE,Winter,Dec,low,9.465151
A,6.3,7.8349600000000015,22.05634059463477,30.883265275736566,27.39046492876382,17.091932181402957,18.592079455320782,SE,Winter,Dec,low,7.5351157
A,6.0,7.8349600000000015,21.736428486672946,30.567841394505574,27.012988260964192,16.975699313425803,18.359889351032944,SE,Winter,Dec,low,7.157658
A,9.0,8.67424,21.416516378711126,30.24958597766684,26.632164565162736,16.867709569547202,18.13627760872229,SE,Winter,Dec,low,7.4312406
A,9.0,8.67424,21.096604270749314,29.928499025220376,26.24799384135945,16.76796294976715,17.921244228388822,SE,Winter,Dec,low,7.1088233
A,11.0,11.0495,20.77669216278749,29.604580537166175,25.860476089554336,16.67645945408565,17.714789210032542,SE,Winter,Dec,low,7.128123
A,10.5,11.0495,20.456780054825675,29.27783051350424,25.46961130974739,16.593199082502696,17.516912553653448,SE,Winter,Dec,low,6.7182813
A,15.0,6.66448,20.136867946863855,28.948248954234575,25.07539950193861,16.5181818350183,17.32761425925154,SE,Winter,Dec,low,7.141575
A,15.0,6.66448,19.816955838902032,28.615835859357176,24.677840666128002,16.451407711632456,17.14689432682682,SE,Winter,Dec,low,6.8058653
A,10.5,5.2253300000000005,19.497043730940216,28.28059122887204,24.276934802315562,16.39287671234516,16.974752756379285,SE,Winter,Dec,low,5.770596
A,10.5,4.88318,19.177131622978397,27.94251506277917,23.872681910501296,16.342588837156416,16.81118954790894,SE,Winter,Dec,low,5.457762
A,13.5,4.88318,18.857219515016574,27.601607361078567,23.465081990685196,16.300544086066225,16.656204701415778,SE,Winter,Dec,low,5.6052103
A,13.5,4.54801,18.46104141509259,27.256279248937684,23.050957293202178,16.26674245907458,16.5097982168998,SE,Winter,Dec,low,5.318229
A,17.9,3.00493,18.294970865230344,26.911324633649475,22.639895632638144,16.237983613455214,16.374251322417965,SE,Winter,Dec,low,5.788383
A,19.5,3.00493,18.128900315368096,26.56833239004649,22.23507475865819,16.214267549208113,16.24956401797027,SE,Winter,Dec,low,5.734386
A,18.8,2.00986,17.962829765505848,26.228339359818737,21.842056787449,16.195594266333288,16.135736303556715,SE,Winter,Dec,low,5.4272847
A,19.5,2.00986,17.796759215643604,25.891345542966224,21.460841719010585,16.18196376483073,16.0327681791773,SE,Winter,Dec,low,5.28077
A,19.4,1.43291,17.63068866578136,25.55735093948896,21.09142955334293,16.173376044700444,15.940659644832023,SE,Winter,Dec,low,5.0782733
A,19.5,1.2598200000000002,17.464618115919116,25.226355549386934,20.73382029044605,16.169831105942425,15.859410700520884,SE,Winter,Dec,low,4.8972526
A,21.0,2.2335,17.298547566056868,24.89835937266015,20.38801393031994,16.17132894855668,15.789021346243885,SE,Winter,Dec,low,4.874034
A,21.0,2.2335,17.132477016194624,24.5733624093086,20.054010472964595,16.177869572543212,15.729491582001025,SE,Winter,Dec,low,4.710923
A,21.0,1.2598200000000002,16.966406466332376,24.251364659332292,19.73180991838002,16.189452977902008,15.680821407792303,SE,Winter,Dec,low,4.5669303
A,21.0,1.2598200000000002,16.80033591647013,23.932366122731228,19.42141226656621,16.206079164633078,15.643010823617722,SE,Winter,Dec,low,4.4164443
A,21.1,1.08366,16.634265366607888,23.616366799505403,19.12281751752317,16.227748132736416,15.61605982947728,SE,Winter,Dec,low,4.262937
A,21.0,1.08366,16.391928824783463,23.301777814822273,18.83284792158581,16.254459882212025,15.59996842537098,S,Winter,Dec,low,2.1181562
A,20.5,1.61208,16.27789740427412,22.991272192042572,18.592079455320782,16.286985717040523,15.591784907484593,S,Winter,Dec,low,1.9143554
A,19.5,1.61208,16.163865983764783,22.686438805998836,18.359889351032944,16.325325637221905,15.591509275818124,S,Winter,Dec,low,1.5795561
A,23.5,2.00986,16.04983456325544,22.384221086942784,18.13627760872229,16.369479642756176,15.59914153037157,S,Winter,Dec,low,2.2521203
A,24.0,2.00986,15.935803142746096,22.084619034874407,17.921244228388822,16.419447733643334,15.614681671144936,S,Winter,Dec,low,2.1891956
A,29.4,3.00493,15.821771722236754,21.787632649793707,17.714789210032542,16.475229909883378,15.638129698138217,S,Winter,Dec,low,3.203773
A,28.5,3.29181,15.707740301727412,21.493261931700687,17.516912553653448,16.53682617147631,15.669485611351412,S,Winter,Dec,low,2.9872925
A,30.1,3.90096,15.593708881218069,21.201506880595346,17.32761425925154,16.604236518422127,15.708749410784526,S,Winter,Dec,low,3.172339
A,30.0,3.90096,15.47967746070873,20.912367496477682,17.14689432682682,16.677460950720832,15.755921096437554,S,Winter,Dec,low,3.104598
A,33.0,3.591,15.365646040199387,20.625843779347694,16.974752756379285,16.763376329890306,15.811000668310498,S,Winter,Dec,low,4.300136
A,33.0,3.591,15.251614619690045,20.341935729205385,16.81118954790894,16.853516919580127,15.873988126403361,S,Winter,Dec,low,4.227256
A,30.0,3.00493,15.137583199180703,20.060643346050757,16.656204701415778,16.944127488963108,15.944883470716137,S,Winter,Dec,low,2.9126112
A,30.0,3.00493,14.94728578670919,19.78037775505126,16.5097982168998,17.036796912871797,16.02368670124883,SW,Winter,Dec,low,2.9920418
A,30.9,4.54801,15.04184539766629,19.507073477528326,16.374251322417965,17.125590669984764,16.10171590449193,SW,Winter,Dec,low,3.369259
A,31.5,4.54801,15.136405008623392,19.2423193883145,16.24956401797027,17.210508760302016,16.178971080445425,SW,Winter,Dec,low,3.669152
A,34.2,5.57428,15.230964619580492,18.988896545503128,16.135736303556715,17.29155118382354,16.255452229109327,SW,Winter,Dec,low,5.691771
A,34.5,5.57428,15.325524230537596,18.74680494909421,16.0327681791773,17.36871794054935,16.331159350483627,SW,Winter,Dec,low,5.8877053
A,34.5,4.2203300000000015,15.42008384149469,18.516044599087746,15.940659644832023,17.442009030479433,16.406092444568333,SW,Winter,Dec,low,5.8160386
A,34.5,4.2203300000000015,15.514643452451798,18.29661549548373,15.859410700520884,17.5114244536138,16.480251511363438,SW,Winter,Dec,low,5.7436743
A,34.5,5.93015,15.609203063408893,18.088517638282177,15.789021346243885,17.57696420995244,16.55363655086895,SW,Winter,Dec,low,5.6765037
A,34.5,5.93015,15.703762674365997,17.891751027483075,15.729491582001025,17.638628299495362,16.626247563084863,SW,Winter,Dec,low,5.5972257
A,34.5,5.93015,15.798322285323096,17.70631566308643,15.680821407792303,17.696416722242564,16.698084548011177,SW,Winter,Dec,low,5.52738
A,34.5,5.93015,15.892881896280196,17.532211545092235,15.643010823617722,17.7487406033615,16.769147505647897,SW,Winter,Dec,low,5.471198
A,34.5,4.2203300000000015,15.987441507237298,17.369438673500493,15.61605982947728,17.80310770219153,16.839436435995015,SW,Winter,Dec,low,5.418607
A,34.5,4.2203300000000015,16.005735126232224,17.216408173478666,15.59996842537098,17.861106893565196,16.90895133905254,SW,Winter,Dec,low,5.3767915
A,34.5,4.2203300000000015,16.081492975000874,17.091932181402957,15.591784907484593,17.92154100602888,16.98218652659592,SW,Winter,Dec,low,5.327122
A,34.5,4.2203300000000015,16.157250823769527,16.975699313425803,15.591509275818124,17.98441003958258,17.059141998625158,SW,Winter,Dec,low,5.2676525
A,34.5,4.54801,16.233008672538173,16.867709569547202,15.59914153037157,18.049713994226305,17.139817755140253,SW,Winter,Dec,low,5.200649
A,34.5,4.54801,16.308766521306822,16.76796294976715,15.614681671144936,18.117452869960044,17.224213796141203,SW,Winter,Dec,low,5.1373086
A,34.5,4.54801,16.38452437007547,16.67645945408565,15.638129698138217,18.187626666783803,17.312330121628012,SW,Winter,Dec,low,5.0777264
A,34.5,4.54801,16.460282218844117,16.593199082502696,15.669485611351412,18.260235384697584,17.40416673160068,SW,Winter,Dec,low,5.020352
A,34.5,4.2203300000000015,16.53604006761277,16.5181818350183,15.708749410784526,18.33527902370138,17.499723626059204,SW,Winter,Dec,low,4.9773145
A,34.5,4.2203300000000015,16.611797916381416,16.451407711632456,15.755921096437554,18.41275758379519,17.599000805003584,SW,Winter,Dec,low,4.9377093
A,36.0,7.43422,16.68755576515007,16.39287671234516,15.811000668310498,18.492671064979024,17.715751991469592,SW,Winter,Dec,low,6.406489
A,36.0,7.43422,16.763313613918722,16.342588837156416,15.873988126403361,18.573430592420333,17.833045712756363,SW,Winter,Dec,low,6.3691897
A,37.5,9.57225,16.839071462687368,16.300544086066225,15.944883470716137,18.64964619076942,17.94337150720955,SW,Winter,Dec,low,7.909549
A,37.5,9.57225,16.838563319493847,16.26674245907458,16.02368670124883,18.722906734858835,18.049907124494236,SW,Winter,Dec,low,7.89941
A,37.5,10.5384,16.914546275500598,16.237983613455214,16.10171590449193,18.7916186601219,18.14946543547708,SW,Winter,Dec,low,7.891864
A,37.5,10.5384,16.990529231507356,16.214267549208113,16.178971080445425,18.85578196655862,18.242046440158074,SW,Winter,Dec,low,7.8862967
A,39.0,10.5384,17.06651218751411,16.195594266333288,16.255452229109327,18.915396654168994,18.32765013853723,SW,Winter,Dec,low,9.019526
A,39.0,10.5384,17.142495143520865,16.18196376483073,16.331159350483627,18.970462722953023,18.406276530614537,SW,Winter,Dec,low,9.063179
A,37.2,9.11529,17.218478099527626,16.173376044700444,16.406092444568333,19.020980172910708,18.477925616390007,SW,Winter,Dec,low,7.58744
A,36.0,9.11529,17.294461055534384,16.169831105942425,16.480251511363438,19.06694900404204,18.542597395863627,SW,Winter,Dec,low,6.275822
A,34.5,6.66448,17.37044401154114,16.17132894855668,16.55363655086895,19.108369216347032,18.600291869035402,SW,Winter,Dec,low,4.770942
A,34.5,6.66448,17.446426967547893,16.177869572543212,16.626247563084863,19.14227516924947,18.651009035905336,SW,Winter,Dec,low,4.772588
A,38.9,12.7036,17.522409923554648,16.189452977902008,16.698084548011177,19.170043628493016,18.694748896473424,SW,Winter,Dec,low,9.189606
A,39.0,13.2965,17.598392879561406,16.206079164633078,16.769147505647897,19.19669596030681,18.72833370107458,SW,Winter,Dec,low,9.279085
A,39.0,10.5384,17.674375835568167,16.227748132736416,16.839436435995015,19.222232164690855,18.766778968387516,SW,Winter,Dec,low,9.305141
A,39.0,10.5384,17.674092799612747,16.254459882212025,16.90895133905254,19.248241116477697,18.813262448077325,SW,Winter,Dec,low,9.321766
A,39.0,9.57225,17.839137476041973,16.286985717040523,16.98218652659592,19.271278488325986,18.860895485461317,SW,Winter,Dec,low,9.3564205
A,39.0,9.57225,18.004182152471202,16.325325637221905,17.059141998625158,19.29414538515807,18.909678080539482,SW,Winter,Dec,low,9.386963
A,36.8,9.11529,18.169226828900435,16.369479642756176,17.139817755140253,19.312451827219054,18.95961023331183,SW,Winter,Dec,low,7.2627406
A,36.0,9.11529,18.334271505329653,16.419447733643334,17.224213796141203,19.325867466947162,19.01069194377836,SW,Winter,Dec,low,6.349935
A,36.0,5.2253300000000005,18.49931618175889,16.475229909883378,17.312330121628012,19.33536055205835,19.06292321193907,SW,Winter,Dec,low,6.367699
A,36.0,5.2253300000000005,18.66436085818811,16.53682617147631,17.40416673160068,19.34093108255262,19.11630403779396,SW,Winter,Dec,low,6.3879943
A,34.5,5.57428,18.829405534617344,16.604236518422127,17.499723626059204,19.342579058429965,19.170834421343027,SW,Winter,Dec,low,4.8709593
A,34.5,5.2253300000000005,18.994450211046566,16.677460950720832,17.599000805003584,19.340304479690392,19.226514362586276,SW,Winter,Dec,low,4.889581
A,34.5,6.29334,19.489584240334256,16.763376329890306,17.715751991469592,19.32723048481601,19.26959013848793,SW,Winter,Dec,low,4.8980827
A,34.5,6.29334,19.57836292480131,16.853516919580127,17.833045712756363,19.311822810157256,19.31381547208377,SW,Winter,Dec,low,4.9358473
A,34.5,6.29334,19.4868905295638,16.944127488963108,17.94337150720955,19.297836686541306,19.355920874328763,SW,Winter,Dec,low,4.9828987
A,34.5,6.29334,19.395418134326306,17.036796912871797,18.049907124494236,19.285272113968155,19.395906345222905,SW,Winter,Dec,low,5.032826
A,33.0,6.29334,19.303945739088807,17.125590669984764,18.14946543547708,19.272540217605265,19.433771884766198,SW,Winter,Dec,low,3.65078
A,33.0,6.29334,19.2124733438513,17.210508760302016,18.242046440158074,19.26296285012293,19.46951749295864,SW,Winter,Dec,low,3.6923363
A,34.4,4.88318,19.1210009486138,17.29155118382354,18.32765013853723,19.256540011521157,19.503143169800236,SW,Winter,Dec,low,5.0613756
A,34.5,4.88318,19.0295285533763,17.36871794054935,18.406276530614537,19.253271701799942,19.534648915290983,SW,Winter,Dec,low,5.216311
A,33.6,6.66448,18.938056158138792,17.442009030479433,18.477925616390007,19.253157920959286,19.564034729430883,SW,Winter,Dec,low,4.294883
A,33.0,6.66448,18.846583762901297,17.5114244536138,18.542597395863627,19.25619866899919,19.591300612219932,SW,Winter,Dec,low,3.849717
A,33.5,7.43422,18.75511136766379,17.57696420995244,18.600291869035402,19.26239394591965,19.616446563658133,SW,Winter,Dec,low,4.2758317
A,34.5,7.43422,18.66363897242629,17.638628299495362,18.651009035905336,19.271743751720674,19.633541302593073,SW,Winter,Dec,low,5.3818946
A,34.5,7.8349600000000015,18.57216657718879,17.696416722242564,18.694748896473424,19.284248086402254,19.645338360512074,SW,Winter,Dec,low,5.4087863
A,34.5,7.8349600000000015,18.40442818998912,17.7487406033615,18.72833370107458,19.29447423214498,19.665058219538512,SW,Winter,Dec,low,5.4457045
A,34.5,10.0463,18.597062251078658,17.80310770219153,18.766778968387516,19.297627408362093,19.677685360993667,SW,Winter,Dec,low,5.43753
A,34.5,10.0463,18.789696312168193,17.861106893565196,18.813262448077325,19.29370761505359,19.68321978487754,SW,Winter,Dec,low,5.434899
A,36.0,11.0495,18.982330373257735,17.92154100602888,18.860895485461317,19.282714852219474,19.681661491190127,SW,Winter,Dec,low,7.046416
A,36.0,11.0495,19.17496443434728,17.98441003958258,18.909678080539482,19.264649119859744,19.678612689776127,SW,Winter,Dec,low,7.0591745
A,36.0,11.0495,19.367598495436816,18.049713994226305,18.95961023331183,19.239510417974397,19.66529342112575,SW,Winter,Dec,low,7.0759015
A,36.0,11.0495,19.560232556526355,18.117452869960044,19.01069194377836,19.207298746563435,19.64104299011544,SW,Winter,Dec,low,7.0966945
A,36.0,11.0495,19.7528666176159,18.187626666783803,19.06292321193907,19.16801410562686,19.607797892177107,SW,Winter,Dec,low,7.123015
A,36.0,11.0495,19.945500678705436,18.260235384697584,19.11630403779396,19.121656495164668,19.565558127310755,SW,Winter,Dec,low,7.154661
A,36.3,10.5384,20.13813473979497,18.33527902370138,19.170834421343027,19.06663704034432,19.514323695516378,SW,Winter,Dec,low,7.547707
A,36.0,10.5384,20.330768800884513,18.41275758379519,19.226514362586276,19.016101581366552,19.454094596793983,SW,Winter,Dec,low,7.231404
A,34.5,8.24788,20.52340286197406,18.492671064979024,19.26959013848793,18.970050118231356,19.38487083114357,SW,Winter,Dec,low,5.518722
A,34.5,8.24788,20.639770931101424,18.573430592420333,19.31381547208377,18.930071525771286,19.30983014823022,SW,Winter,Dec,low,5.540873
A,33.0,5.93015,20.49742018344356,18.64964619076942,19.355920874328763,18.90155577933603,19.239752498753322,SW,Winter,Dec,low,4.0334167
A,33.0,5.93015,20.35506943578569,18.722906734858835,19.395906345222905,18.884502878925588,19.174637882712883,SW,Winter,Dec,low,4.0804586
A,33.0,5.93015,20.21271868812782,18.7916186601219,19.433771884766198,18.878912824539963,19.111308550443805,SW,Winter,Dec,low,4.1255574
A,33.0,5.93015,20.07036794046995,18.85578196655862,19.46951749295864,18.88478561617915,19.056408207286697,SW,Winter,Dec,low,4.167025
A,34.1,4.88318,19.928017192812085,18.915396654168994,19.503143169800236,18.902121253843156,19.009936853241552,SW,Winter,Dec,low,5.3699265
A,34.5,4.88318,19.785666445154217,18.970462722953023,19.534648915290983,18.930919737531973,18.971894488308376,SW,Winter,Dec,low,5.853067
A,31.5,3.591,19.64331569749635,19.020980172910708,19.564034729430883,18.971181067245606,18.94228111248717,SW,Winter,Dec,low,3.1175604
A,30.0,3.591,19.50096494983848,19.06694900404204,19.591300612219932,19.022905242984052,18.921096725777925,SW,Winter,Dec,low,2.554598
A,21.0,0.891108,19.35861420218061,19.108369216347032,19.616446563658133,19.08450338991477,18.90834132818065,SW,Winter,Dec,low,2.0219455
A,23.9,1.2598200000000002,19.073912706864874,19.14227516924947,19.633541302593073,19.1555023457892,18.909946200847756,SW,Winter,Dec,low,2.0201845
A,24.0,1.2598200000000002,18.85529596724483,19.170043628493016,19.645338360512074,19.23452534486368,18.923157812291915,S,Winter,Dec,low,0.8300775
A,29.6,1.2598200000000002,18.8777048066236,19.19669596030681,19.665058219538512,19.316551020909078,18.92389024475093,S,Winter,Dec,low,2.8064673
A,30.0,1.2598200000000002,18.900113646002357,19.222232164690855,19.677685360993667,19.40157937392538,18.91756945573,S,Winter,Dec,low,2.9763348
A,23.0,1.08366,18.922522485381116,19.248241116477697,19.68321978487754,19.489610403912593,18.90419544522912,S,Winter,Dec,low,0.5645915
A,22.5,1.08366,18.944931324759878,19.271278488325986,19.681661491190127,19.58064411087072,18.8837682132483,S,Winter,Dec,low,0.4764854
A,22.1,0.891108,19.101793200411212,19.29414538515807,19.678612689776127,19.67187938987741,18.850685549942835,S,Winter,Dec,low,0.39056936
A,19.5,1.08366,19.0479360478278,19.312451827219054,19.66529342112575,19.767706220687558,18.81372741482252,S,Winter,Dec,low,-0.015642501
A,23.7,1.08366,18.978222212278887,19.325867466947162,19.64104299011544,19.868454950862944,18.773554503010914,S,Winter,Dec,low,0.7578994
A,24.0,1.08366,18.954984267095924,19.33536055205835,19.607797892177107,19.973157332687606,18.728230319076097,S,Winter,Dec,low,0.84867346
A,25.7,3.29181,18.93174632191295,19.34093108255262,19.565558127310755,20.08181336616155,18.677754863018073,S,Winter,Dec,low,1.4750434
A,25.5,3.29181,18.908508376729984,19.342579058429965,19.514323695516378,20.19283417645223,18.618950385171754,S,Winter,Dec,low,1.397771
A,28.5,3.591,18.885270431547017,19.340304479690392,19.454094596793983,20.316443751958094,18.578108565938606,S,Winter,Dec,low,2.485383
A,28.5,3.591,18.862032486364047,19.32723048481601,19.38487083114357,20.452642092679145,18.555229405318634,S,Winter,Dec,low,2.4815612
A,28.5,5.2253300000000005,18.838794541181077,19.311822810157256,19.30983014823022,20.60142919861538,18.550312903311838,S,Winter,Dec,low,2.4750755
A,28.5,5.2253300000000005,18.815556595998103,19.297836686541306,19.239752498753322,20.762805069766802,18.56335905991822,S,Winter,Dec,low,2.4657547
A,28.5,4.88318,18.792318650815137,19.285272113968155,19.174637882712883,20.93676970613341,18.594367875137774,S,Winter,Dec,low,2.4539287
A,28.5,4.88318,18.69281471367,19.272540217605265,19.111308550443805,21.124911982547747,18.6465170986356,S,Winter,Dec,low,2.4400218
A,29.5,6.29334,18.75275970469933,19.26296285012293,19.056408207286697,21.323910046339513,18.713163025071086,S,Winter,Dec,low,2.7657797
A,30.0,6.29334,18.812704695728662,19.256540011521157,19.009936853241552,21.53376389750871,18.794305654444234,S,Winter,Dec,low,2.9324477
A,34.5,3.00493,18.872649686758,19.253271701799942,18.971894488308376,21.754473536055333,18.889944986755047,S,Winter,Dec,low,5.2636657
A,34.5,3.00493,18.93259467778733,19.253157920959286,18.94228111248717,21.98603896197939,19.000081022003524,S,Winter,Dec,low,5.188865
A,34.5,2.73196,18.992539668816665,19.25619866899919,18.921096725777925,22.228460175280876,19.12471376018966,S,Winter,Dec,low,5.113768
A,34.5,2.73196,19.052484659845998,19.26239394591965,18.90834132818065,22.480148301127244,19.26066545164837,S,Winter,Dec,low,5.0320907
